label	predict	gamma LCB	radius	time	N samples
16	-1.0	0.0	-1.0	0:00:17.682838	100000
19	13	0.8538	1.053	0:00:00.177646	1000
19	19	0.7712	0.7428	0:00:00.176926	1000
19	19	0.6678	0.4338	0:00:00.710793	4000
19	4	0.5865	0.2185	0:00:00.176627	1000
19	19	0.8344	0.9717	0:00:00.177106	1000
0	13	0.5027	0.00666	0:00:01.241157	7000
0	15	0.511	0.02753	0:00:00.355179	2000
0	17	0.5561	0.1411	0:00:00.177279	1000
0	3	0.5298	0.07465	0:00:00.176672	1000
0	13	0.6263	0.3221	0:00:00.177155	1000
3	15	0.5119	0.02973	0:00:00.181141	1000
3	0	0.5897	0.2268	0:00:00.176974	1000
3	0	0.6315	0.3359	0:00:00.532975	3000
3	3	0.6332	0.3404	0:00:00.176643	1000
3	3	0.5672	0.1694	0:00:00.177404	1000
13	13	0.6479	0.3798	0:00:00.177454	1000
13	13	0.715	0.568	0:00:00.177477	1000
13	13	0.7307	0.6148	0:00:00.177135	1000
13	13	0.7568	0.696	0:00:00.177876	1000
13	13	0.5801	0.2022	0:00:00.178013	1000
15	15	0.5595	0.1498	0:00:01.066272	6000
15	0	0.64	0.3584	0:00:00.176762	1000
15	0	0.6969	0.5156	0:00:00.176539	1000
15	13	0.5658	0.1658	0:00:00.176931	1000
15	15	0.6432	0.367	0:00:00.177474	1000
17	17	0.7482	0.6688	0:00:00.177250	1000
17	17	0.6477	0.3791	0:00:00.177595	1000
17	17	0.8334	0.9678	0:00:00.176783	1000
17	17	0.6127	0.2865	0:00:00.177769	1000
17	17	0.8378	0.9855	0:00:00.177611	1000
4	4	0.8424	1.004	0:00:00.178081	1000
4	12	0.5133	0.03332	0:00:00.711432	4000
4	11	0.5269	0.06756	0:00:00.178129	1000
4	5	0.7104	0.5546	0:00:00.178254	1000
4	4	0.6104	0.2803	0:00:00.177571	1000
5	4	0.7366	0.633	0:00:00.177521	1000
5	5	0.542	0.1054	0:00:00.177100	1000
5	12	0.5802	0.2024	0:00:00.177482	1000
5	4	0.5201	0.05041	0:00:00.355050	2000
5	12	0.5263	0.06597	0:00:00.354572	2000
11	11	0.7689	0.7352	0:00:00.177547	1000
11	11	0.7024	0.5313	0:00:00.177200	1000
11	11	0.7821	0.7794	0:00:00.177539	1000
11	11	0.6013	0.2567	0:00:00.177467	1000
11	11	0.6152	0.2928	0:00:00.178052	1000
12	4	0.5243	0.06104	0:00:00.177220	1000
12	4	0.5713	0.1796	0:00:00.177885	1000
12	-1.0	0.0	-1.0	0:00:17.716498	100000
12	4	0.5473	0.1187	0:00:00.177637	1000
12	4	0.5769	0.194	0:00:00.177395	1000
17	17	0.5698	0.1759	0:00:00.177096	1000
17	17	0.6454	0.3729	0:00:00.177407	1000
17	17	0.6806	0.4694	0:00:00.177302	1000
17	5	0.5174	0.04363	0:00:00.157867	1000
17	17	0.6231	0.3136	0:00:00.177513	1000
1	1	0.5187	0.04678	0:00:00.176886	1000
1	6	0.7247	0.5968	0:00:00.177447	1000
1	6	0.5435	0.1091	0:00:00.177729	1000
1	16	0.6189	0.3026	0:00:00.176978	1000
1	6	0.548	0.1207	0:00:00.177634	1000
6	1	0.5182	0.04552	0:00:00.178184	1000
6	16	0.5456	0.1147	0:00:00.177708	1000
6	10	0.5106	0.02649	0:00:00.176949	1000
6	1	0.5006	0.001442	0:00:08.518702	48000
6	6	0.615	0.2923	0:00:00.178344	1000
10	10	0.68	0.4678	0:00:00.178079	1000
10	10	0.5479	0.1203	0:00:00.177650	1000
10	10	0.673	0.4483	0:00:00.155744	1000
10	10	0.6136	0.2887	0:00:00.159155	1000
10	10	0.7142	0.5658	0:00:00.177606	1000
16	6	0.6025	0.2598	0:00:00.177613	1000
16	16	0.558	0.1458	0:00:00.532364	3000
16	17	0.5038	0.009442	0:00:01.423032	8000
16	16	0.5413	0.1037	0:00:00.177847	1000
16	16	0.6895	0.4945	0:00:00.178216	1000
17	17	0.8304	0.9559	0:00:00.178028	1000
17	17	0.5904	0.2287	0:00:00.176719	1000
17	10	0.5233	0.05842	0:00:00.354897	2000
17	17	0.7883	0.8004	0:00:00.177669	1000
17	17	0.6219	0.3104	0:00:00.175974	1000
2	6	0.8548	1.057	0:00:00.177413	1000
2	6	0.508	0.02005	0:00:01.396680	8000
2	6	0.9177	1.39	0:00:00.154996	1000
2	2	0.5797	0.201	0:00:00.155016	1000
2	6	0.9365	1.526	0:00:00.153888	1000
6	6	0.6248	0.318	0:00:00.156574	1000
6	16	0.7852	0.79	0:00:00.172439	1000
6	2	0.5466	0.1172	0:00:00.172765	1000
6	16	0.5645	0.1623	0:00:00.173633	1000
6	6	0.6192	0.3033	0:00:00.173080	1000
7	7	0.5354	0.08883	0:00:00.172760	1000
7	2	0.5423	0.1063	0:00:00.177895	1000
7	7	0.6748	0.4531	0:00:00.177303	1000
7	7	0.5317	0.0796	0:00:00.177053	1000
7	2	0.59	0.2274	0:00:00.177204	1000
10	10	0.6778	0.4615	0:00:00.177243	1000
10	10	0.5502	0.1261	0:00:00.177086	1000
10	10	0.5962	0.2434	0:00:00.354548	2000
10	10	0.6921	0.5018	0:00:00.177407	1000
10	10	0.5221	0.05544	0:00:00.177981	1000
16	16	0.5119	0.02983	0:00:00.176851	1000
16	-1.0	0.0	-1.0	0:00:17.749015	100000
16	-1.0	0.0	-1.0	0:00:17.730698	100000
16	16	0.7515	0.6792	0:00:00.178846	1000
16	16	0.8827	1.189	0:00:00.177315	1000
3	3	0.5023	0.005691	0:00:01.226713	7000
3	3	0.5358	0.08979	0:00:00.177690	1000
3	3	0.5884	0.2233	0:00:00.177114	1000
3	17	0.6198	0.3049	0:00:00.178730	1000
3	3	0.6476	0.3789	0:00:00.176476	1000
10	10	0.6434	0.3676	0:00:00.178218	1000
10	17	0.5747	0.1884	0:00:00.176967	1000
10	10	0.5275	0.06906	0:00:00.177444	1000
10	10	0.5619	0.1558	0:00:00.177513	1000
10	17	0.5826	0.2085	0:00:00.180743	1000
11	11	0.7472	0.6658	0:00:00.154498	1000
11	11	0.792	0.8134	0:00:00.115866	1000
11	11	0.6995	0.523	0:00:00.157776	1000
11	11	0.7452	0.6595	0:00:00.154022	1000
11	11	0.716	0.5709	0:00:00.177563	1000
17	17	0.5904	0.2286	0:00:00.177140	1000
17	17	0.6579	0.4066	0:00:00.176962	1000
17	17	0.6538	0.3956	0:00:00.177697	1000
17	17	0.6995	0.5229	0:00:06.022886	34000
17	17	0.6855	0.4833	0:00:00.177717	1000
19	11	0.5107	0.02672	0:00:00.355845	2000
19	17	0.5805	0.2032	0:00:00.530600	3000
19	3	0.5869	0.2195	0:00:00.176065	1000
19	11	0.6233	0.3143	0:00:00.177705	1000
19	19	0.6869	0.487	0:00:00.180664	1000
6	11	0.6859	0.4842	0:00:00.176975	1000
6	18	0.6281	0.3269	0:00:00.354227	2000
6	18	0.8642	1.1	0:00:00.709373	4000
6	6	0.5489	0.1228	0:00:03.557510	20000
6	6	1.461	nan	0:00:00.177305	1000
11	11	0.6196	0.3044	0:00:00.177406	1000
11	11	0.9974	2.794	0:00:00.177419	1000
11	11	0.7596	0.705	0:00:00.176564	1000
11	11	0.6874	0.4885	0:00:00.177435	1000
11	11	0.6237	0.3151	0:00:00.178117	1000
12	15	0.8954	1.256	0:00:00.176966	1000
12	15	0.5418	0.1049	0:00:00.177872	1000
12	18	0.8708	1.13	0:00:00.177823	1000
12	12	0.6065	0.2702	0:00:00.180811	1000
12	12	0.8666	1.11	0:00:00.177128	1000
15	6	0.9416	1.568	0:00:00.177671	1000
15	12	0.7253	0.5987	0:00:00.177789	1000
15	18	0.5302	0.07579	0:00:02.314536	13000
15	6	0.5553	0.1392	0:00:00.356037	2000
15	11	0.7441	0.6559	0:00:00.176511	1000
18	18	0.6012	0.2566	0:00:00.531803	3000
18	12	0.8094	0.8755	0:00:00.177590	1000
18	6	0.6177	0.2995	0:00:00.354368	2000
18	18	0.7346	0.6268	0:00:00.177882	1000
18	18	0.8092	0.8751	0:00:00.178060	1000
3	3	0.514	0.0351	0:00:00.355839	2000
3	3	0.5363	0.09122	0:00:00.177341	1000
3	12	0.7674	0.7304	0:00:00.711414	4000
3	12	0.6686	0.436	0:00:00.177143	1000
3	3	0.5017	0.004337	0:00:04.955673	28000
7	7	0.6522	0.3912	0:00:00.177648	1000
7	7	0.5411	0.1032	0:00:00.177081	1000
7	7	0.5546	0.1373	0:00:00.177939	1000
7	3	0.5351	0.08816	0:00:00.177687	1000
7	7	0.5277	0.06937	0:00:00.177193	1000
8	8	0.7166	0.5729	0:00:00.177772	1000
8	8	0.7795	0.7705	0:00:00.159014	1000
8	8	0.6918	0.5009	0:00:00.156561	1000
8	8	0.6395	0.357	0:00:00.157037	1000
8	8	0.742	0.6496	0:00:00.177142	1000
12	12	0.6512	0.3887	0:00:00.177402	1000
12	12	0.697	0.5159	0:00:00.156968	1000
12	12	0.577	0.1941	0:00:00.177444	1000
12	12	0.7825	0.7807	0:00:00.177598	1000
12	12	0.6362	0.3484	0:00:00.177805	1000
13	13	0.7644	0.7205	0:00:00.176402	1000
13	13	0.8493	1.034	0:00:00.177932	1000
13	12	0.5592	0.1489	0:00:00.176980	1000
13	13	0.6429	0.3663	0:00:00.176473	1000
13	13	0.8012	0.8459	0:00:00.177934	1000
0	0	0.7047	0.5379	0:00:00.176944	1000
0	11	0.5835	0.2108	0:00:00.176897	1000
0	14	0.7797	0.7713	0:00:00.177108	1000
0	11	0.6119	0.2843	0:00:00.180993	1000
0	0	0.6186	0.3018	0:00:00.177922	1000
10	10	0.7162	0.5716	0:00:00.177271	1000
10	15	0.6532	0.3939	0:00:00.178026	1000
10	10	0.6586	0.4087	0:00:00.177461	1000
10	11	0.5358	0.08988	0:00:00.177366	1000
10	10	0.7369	0.6339	0:00:00.533228	3000
11	11	0.793	0.8169	0:00:00.177389	1000
11	11	0.574	0.1866	0:00:00.176553	1000
11	11	0.7304	0.614	0:00:00.176815	1000
11	11	0.7062	0.5423	0:00:00.890554	5000
11	11	0.8255	0.9366	0:00:00.177827	1000
14	10	0.6533	0.3942	0:00:00.177965	1000
14	10	0.5831	0.2099	0:00:00.177074	1000
14	10	0.5018	0.004516	0:00:01.244872	7000
14	11	0.5777	0.1961	0:00:00.177164	1000
14	0	0.5448	0.1127	0:00:00.180134	1000
15	15	0.6583	0.4078	0:00:00.177595	1000
15	0	0.629	0.3291	0:00:00.180313	1000
15	15	0.8618	1.089	0:00:00.176800	1000
15	10	0.6812	0.471	0:00:00.154326	1000
15	10	0.6561	0.4018	0:00:00.177863	1000
0	0	0.6538	0.3957	0:00:00.177085	1000
0	13	0.6188	0.3023	0:00:00.177640	1000
0	0	0.7369	0.6337	0:00:00.177085	1000
0	0	0.7846	0.7877	0:00:00.176106	1000
0	0	0.7533	0.6851	0:00:00.176970	1000
4	5	0.5432	0.1085	0:00:00.177291	1000
4	4	0.6601	0.4127	0:00:01.777237	10000
4	4	0.6572	0.4049	0:00:00.176998	1000
4	4	0.7024	0.5313	0:00:00.175682	1000
4	5	0.619	0.3029	0:00:00.178095	1000
5	4	0.6351	0.3454	0:00:00.177621	1000
5	0	0.5643	0.162	0:00:00.177658	1000
5	5	0.9015	1.29	0:00:00.176424	1000
5	4	0.5364	0.0913	0:00:00.157106	1000
5	4	0.6555	0.4002	0:00:00.176775	1000
13	13	0.6641	0.4236	0:00:00.177449	1000
13	13	0.7078	0.547	0:00:00.177354	1000
13	13	0.7718	0.7447	0:00:00.176976	1000
13	13	0.5341	0.08556	0:00:00.177419	1000
13	13	0.7652	0.7231	0:00:00.177163	1000
16	-1.0	0.0	-1.0	0:00:17.733846	100000
16	16	0.6016	0.2576	0:00:00.177324	1000
16	0	0.511	0.02768	0:00:00.506624	3000
16	0	0.5039	0.009651	0:00:01.108167	7000
16	13	0.6885	0.4915	0:00:00.158188	1000
4	8	0.6385	0.3545	0:00:00.163638	1000
4	4	0.6115	0.2831	0:00:00.159097	1000
4	-1.0	0.0	-1.0	0:00:16.420208	100000
4	5	0.576	0.1916	0:00:00.178401	1000
4	5	0.5182	0.04555	0:00:00.710226	4000
5	5	0.5134	0.03357	0:00:00.178197	1000
5	7	0.5001	0.0003072	0:00:09.746103	55000
5	5	0.5136	0.0341	0:00:00.938322	6000
5	5	0.7586	0.7016	0:00:00.177564	1000
5	4	0.5769	0.194	0:00:00.180875	1000
7	7	0.7422	0.6503	0:00:00.533538	3000
7	8	0.5283	0.07111	0:00:00.177520	1000
7	8	0.5779	0.1965	0:00:00.177555	1000
7	7	0.5777	0.196	0:00:00.180949	1000
7	7	0.6908	0.4982	0:00:00.177293	1000
8	8	0.7076	0.5463	0:00:01.955404	11000
8	8	0.7055	0.5403	0:00:00.177161	1000
8	8	0.6901	0.4962	0:00:00.178227	1000
8	8	0.6829	0.4759	0:00:00.176865	1000
8	8	0.6386	0.3548	0:00:00.177324	1000
17	8	0.7287	0.6088	0:00:00.177100	1000
17	17	0.6069	0.2711	0:00:00.175982	1000
17	17	0.6296	0.3307	0:00:00.156303	1000
17	17	0.6738	0.4504	0:00:00.177847	1000
17	17	0.6219	0.3106	0:00:00.177536	1000
2	8	0.5343	0.08617	0:00:00.176877	1000
2	2	0.6408	0.3606	0:00:00.180763	1000
2	17	0.5059	0.01479	0:00:00.355036	2000
2	17	0.5158	0.03953	0:00:00.175918	1000
2	2	0.5691	0.174	0:00:00.355495	2000
8	8	0.79	0.8064	0:00:00.177346	1000
8	8	0.7234	0.5929	0:00:00.177428	1000
8	8	0.7888	0.8023	0:00:00.177674	1000
8	8	0.8384	0.9879	0:00:00.177074	1000
8	8	0.7494	0.6726	0:00:00.176020	1000
9	9	0.6327	0.339	0:00:00.532929	3000
9	9	0.7487	0.6705	0:00:00.176837	1000
9	9	1.107	nan	0:00:00.176457	1000
9	9	0.6643	0.4241	0:00:00.313901	2000
9	-1.0	0.0	-1.0	0:00:17.585604	100000
13	13	0.8501	1.037	0:00:00.178203	1000
13	9	0.5883	0.2233	0:00:00.873060	5000
13	9	0.7488	0.6706	0:00:00.177775	1000
13	13	0.5161	0.04041	0:00:06.220421	35000
13	13	0.8541	1.054	0:00:00.177353	1000
17	17	0.7787	0.7679	0:00:00.177686	1000
17	17	0.728	0.6068	0:00:00.177306	1000
17	2	0.7191	0.5802	0:00:00.177582	1000
17	17	0.7745	0.7537	0:00:00.177345	1000
17	-1.0	0.0	-1.0	0:00:17.477404	100000
4	4	0.5148	0.03721	0:00:00.176148	1000
4	4	0.589	0.2251	0:00:00.177784	1000
4	4	0.6403	0.3594	0:00:00.176436	1000
4	14	0.5696	0.1755	0:00:00.176805	1000
4	4	0.6674	0.4328	0:00:00.177863	1000
9	9	0.6851	0.4821	0:00:00.177403	1000
9	9	0.7564	0.6949	0:00:00.156072	1000
9	9	0.6184	0.3014	0:00:00.178483	1000
9	9	0.6061	0.2692	0:00:00.176901	1000
9	9	0.6244	0.3171	0:00:00.156780	1000
10	17	0.5831	0.2097	0:00:00.157619	1000
10	14	0.6163	0.2957	0:00:00.177675	1000
10	10	0.6686	0.436	0:00:00.177037	1000
10	4	0.5056	0.01395	0:00:00.354190	2000
10	10	0.5004	0.001053	0:00:14.084960	80000
14	14	0.8016	0.8474	0:00:00.177357	1000
14	9	0.5072	0.01794	0:00:00.889057	5000
14	14	0.5138	0.03448	0:00:00.176239	1000
14	9	0.572	0.1814	0:00:00.178257	1000
14	14	0.7079	0.5472	0:00:00.156732	1000
17	17	0.796	0.8273	0:00:00.177675	1000
17	17	0.5434	0.1089	0:00:00.177476	1000
17	17	0.6312	0.335	0:00:00.177474	1000
17	-1.0	0.0	-1.0	0:00:17.577258	100000
17	17	0.6574	0.4053	0:00:00.164995	1000
4	4	0.5226	0.05663	0:00:00.176493	1000
4	4	0.7822	0.7798	0:00:00.533845	3000
4	17	0.5037	0.009252	0:00:01.066293	6000
4	4	0.7502	0.6751	0:00:00.176965	1000
4	14	0.6322	0.3378	0:00:00.176900	1000
9	9	0.5771	0.1945	0:00:00.353869	2000
9	9	0.5517	0.1299	0:00:00.532306	3000
9	9	0.6649	0.4259	0:00:00.177232	1000
9	9	0.6476	0.3788	0:00:00.176822	1000
9	9	0.52	0.05015	0:00:01.952277	11000
13	13	1.024	nan	0:00:00.177148	1000
13	13	0.7394	0.6414	0:00:00.178002	1000
13	9	0.5295	0.07395	0:00:01.240845	7000
13	13	0.572	0.1815	0:00:00.315465	2000
13	13	1.272	nan	0:00:00.177433	1000
14	14	0.5762	0.1923	0:00:00.178669	1000
14	13	1.333	nan	0:00:00.177928	1000
14	14	0.5977	0.2474	0:00:00.177765	1000
14	14	0.5585	0.1472	0:00:00.177820	1000
14	14	0.7131	0.5624	0:00:00.178140	1000
17	17	0.7348	0.6274	0:00:00.175723	1000
17	17	0.7363	0.6319	0:00:00.176768	1000
17	-1.0	0.0	-1.0	0:00:17.659226	100000
17	17	0.6605	0.4139	0:00:00.177007	1000
17	17	0.722	0.5889	0:00:00.177639	1000
15	15	0.636	0.3479	0:00:00.175879	1000
15	17	0.5432	0.1086	0:00:00.177911	1000
15	16	0.5133	0.03332	0:00:00.177351	1000
15	19	0.5218	0.05475	0:00:00.533144	3000
15	15	0.5161	0.04045	0:00:00.176606	1000
16	15	0.5482	0.1212	0:00:00.177643	1000
16	15	0.5623	0.1567	0:00:00.177015	1000
16	19	0.5105	0.02621	0:00:00.176620	1000
16	18	0.5653	0.1644	0:00:00.177361	1000
16	-1.0	0.0	-1.0	0:00:17.707707	100000
17	17	0.9108	1.346	0:00:00.177086	1000
17	17	0.5369	0.09261	0:00:00.176843	1000
17	17	0.769	0.7355	0:00:00.176993	1000
17	17	0.7914	0.8112	0:00:00.177487	1000
17	17	0.6617	0.4172	0:00:00.177363	1000
18	18	0.7645	0.721	0:00:00.177186	1000
18	19	0.5086	0.02149	0:00:00.886904	5000
18	18	0.5689	0.1736	0:00:00.177399	1000
18	15	0.5302	0.07577	0:00:00.177025	1000
18	-1.0	0.0	-1.0	0:00:17.621324	100000
19	19	0.6101	0.2796	0:00:00.177418	1000
19	17	0.516	0.04018	0:00:00.354976	2000
19	17	0.6036	0.2627	0:00:00.177495	1000
19	19	0.5814	0.2054	0:00:00.177226	1000
19	19	0.7071	0.5449	0:00:00.177325	1000
0	18	0.6291	0.3295	0:00:00.177383	1000
0	18	0.9422	1.573	0:00:00.155940	1000
0	18	0.6224	0.3118	0:00:00.157345	1000
0	-1.0	0.0	-1.0	0:00:17.702550	100000
0	18	0.6356	0.3467	0:00:00.177855	1000
5	12	0.5455	0.1144	0:00:00.177367	1000
5	12	0.5841	0.2125	0:00:00.176910	1000
5	18	0.6365	0.3491	0:00:00.177484	1000
5	5	0.6964	0.5141	0:00:00.176786	1000
5	5	0.5187	0.04698	0:00:00.354727	2000
12	0	0.6295	0.3305	0:00:00.332142	2000
12	18	0.5654	0.1646	0:00:00.177953	1000
12	12	0.5161	0.04037	0:00:00.314388	2000
12	5	0.6079	0.2738	0:00:00.177020	1000
12	12	0.7397	0.6423	0:00:00.177177	1000
16	18	0.5829	0.2093	0:00:00.176827	1000
16	16	0.5586	0.1473	0:00:00.178091	1000
16	16	0.7031	0.5334	0:00:00.177085	1000
16	18	0.7116	0.5581	0:00:00.176924	1000
16	16	0.7118	0.5587	0:00:00.177391	1000
18	18	0.5538	0.1351	0:00:00.156167	1000
18	18	0.671	0.4427	0:00:00.157886	1000
18	18	0.611	0.282	0:00:00.158044	1000
18	5	0.6049	0.2661	0:00:01.356168	8000
18	0	0.7637	0.7184	0:00:00.158000	1000
5	5	0.6023	0.2593	0:00:00.157485	1000
5	5	0.6453	0.3726	0:00:00.176996	1000
5	5	0.5791	0.1997	0:00:00.177556	1000
5	5	0.6997	0.5236	0:00:00.177985	1000
5	5	0.5718	0.181	0:00:00.177296	1000
8	8	0.6105	0.2806	0:00:00.177823	1000
8	8	0.665	0.4262	0:00:00.177011	1000
8	8	0.7026	0.5319	0:00:00.176085	1000
8	8	0.7297	0.6118	0:00:01.775862	10000
8	8	0.7551	0.6907	0:00:00.177211	1000
9	9	0.5882	0.223	0:00:00.177231	1000
9	9	0.9	1.281	0:00:00.177563	1000
9	9	0.8875	1.213	0:00:00.177832	1000
9	9	0.8634	1.096	0:00:00.177299	1000
9	9	0.709	0.5503	0:00:00.177697	1000
11	-1.0	0.0	-1.0	0:00:17.351967	100000
11	9	0.5532	0.1338	0:00:00.472175	3000
11	11	0.7053	0.5397	0:00:00.177184	1000
11	11	0.6493	0.3833	0:00:00.178185	1000
11	11	0.778	0.7653	0:00:00.177069	1000
18	9	0.7851	0.7897	0:00:00.177429	1000
18	11	0.5566	0.1425	0:00:00.177937	1000
18	18	0.6372	0.351	0:00:00.177408	1000
18	8	0.5009	0.00231	0:00:02.487809	14000
18	9	0.6527	0.3927	0:00:00.176982	1000
1	7	0.5491	0.1234	0:00:00.176367	1000
1	1	0.6845	0.4804	0:00:00.177364	1000
1	1	0.6766	0.4582	0:00:00.177267	1000
1	12	1.152	nan	0:00:00.178076	1000
1	1	0.5884	0.2233	0:00:00.177465	1000
7	7	0.8418	1.002	0:00:00.177751	1000
7	7	0.7822	0.7795	0:00:00.177082	1000
7	7	0.5884	0.2236	0:00:00.177199	1000
7	18	0.53	0.07527	0:00:00.354957	2000
7	7	0.5328	0.08242	0:00:00.177733	1000
12	12	1.132	nan	0:00:00.180686	1000
12	7	0.6868	0.4868	0:00:00.176874	1000
12	12	0.5703	0.1771	0:00:00.533613	3000
12	19	1.087	nan	0:00:00.177732	1000
12	19	1.082	nan	0:00:00.177717	1000
18	18	0.5873	0.2207	0:00:00.176715	1000
18	1	0.5004	0.001066	0:00:10.272791	58000
18	1	0.5931	0.2355	0:00:00.177854	1000
18	18	0.6916	0.5004	0:00:00.354184	2000
18	18	0.6348	0.3447	0:00:00.177639	1000
19	19	0.6348	0.3446	0:00:00.177222	1000
19	18	0.5435	0.1093	0:00:00.176139	1000
19	19	1.269	nan	0:00:00.176743	1000
19	12	0.6756	0.4554	0:00:00.177469	1000
19	1	0.5481	0.1208	0:00:00.176748	1000
14	14	0.5216	0.05428	0:00:00.177784	1000
14	14	0.9162	1.38	0:00:00.177718	1000
14	19	0.6848	0.4811	0:00:00.176950	1000
14	19	0.5299	0.075	0:00:00.177976	1000
14	19	0.5565	0.142	0:00:00.177211	1000
16	16	0.6002	0.2539	0:00:00.176710	1000
16	18	0.5007	0.001768	0:00:08.862521	50000
16	16	0.6938	0.5067	0:00:00.354334	2000
16	16	0.6798	0.4672	0:00:00.177117	1000
16	14	0.5515	0.1296	0:00:00.176895	1000
17	19	0.5545	0.1371	0:00:00.176171	1000
17	17	0.8036	0.8546	0:00:00.176517	1000
17	17	0.9578	1.725	0:00:00.176954	1000
17	17	0.7901	0.8067	0:00:00.177542	1000
17	17	0.5076	0.01898	0:00:01.067907	6000
18	16	0.5028	0.007041	0:00:01.598046	9000
18	14	0.6952	0.5105	0:00:00.177837	1000
18	18	0.6067	0.2708	0:00:00.176616	1000
18	18	0.5252	0.06312	0:00:00.176105	1000
18	16	0.5153	0.03825	0:00:00.177330	1000
19	14	0.5147	0.03697	0:00:00.710815	4000
19	17	0.7079	0.5472	0:00:00.176875	1000
19	19	0.6264	0.3222	0:00:00.157344	1000
19	17	0.671	0.4427	0:00:00.176440	1000
19	17	0.7589	0.7028	0:00:00.176054	1000
