label	predict	gamma LCB	radius	time	N samples
14	19	0.6496	0.3842	0:00:00.276967	1000
19	19	0.6531	0.3937	0:00:00.276394	1000
19	7	0.6252	0.3192	0:00:00.275769	1000
19	19	0.5548	0.1377	0:00:00.276163	1000
19	19	0.6393	0.3565	0:00:00.277281	1000
19	7	0.5349	0.08763	0:00:00.276585	1000
2	2	0.7087	0.5495	0:00:00.275579	1000
2	6	0.6932	0.5051	0:00:00.276644	1000
2	6	0.5251	0.06301	0:00:00.276336	1000
2	2	0.5508	0.1276	0:00:00.275202	1000
2	2	0.5613	0.1544	0:00:00.277178	1000
6	6	0.7681	0.7325	0:00:00.276172	1000
6	6	0.5506	0.1272	0:00:00.276438	1000
6	6	0.7099	0.553	0:00:00.275818	1000
6	6	0.6945	0.5088	0:00:00.253813	1000
6	6	0.7268	0.603	0:00:00.277568	1000
11	12	0.5391	0.0982	0:00:00.255581	1000
11	16	0.501	0.002555	0:00:09.693015	38000
11	12	0.5353	0.08856	0:00:00.276619	1000
11	16	0.6038	0.2632	0:00:00.275599	1000
11	16	0.5401	0.1006	0:00:00.276940	1000
12	16	0.6165	0.2962	0:00:00.554554	2000
12	16	0.6089	0.2765	0:00:00.275323	1000
12	16	0.5949	0.2401	0:00:00.276255	1000
12	16	0.6196	0.3043	0:00:00.276746	1000
12	16	0.7126	0.5611	0:00:00.276650	1000
16	12	0.518	0.04508	0:00:00.276149	1000
16	16	0.6503	0.3861	0:00:00.276486	1000
16	16	0.6517	0.3899	0:00:00.276106	1000
16	16	0.5573	0.144	0:00:00.823395	3000
16	6	0.5476	0.1196	0:00:00.271554	1000
7	19	0.6148	0.2919	0:00:13.856001	52000
7	7	0.5573	0.1441	0:00:00.254820	1000
7	7	0.6623	0.4188	0:00:00.255553	1000
7	19	0.522	0.05505	0:00:00.276274	1000
7	9	0.5633	0.1592	0:00:00.276303	1000
9	9	0.7066	0.5435	0:00:00.276113	1000
9	9	0.7014	0.5285	0:00:00.276778	1000
9	9	0.6813	0.4712	0:00:01.908660	7000
9	9	0.6111	0.2822	0:00:00.255891	1000
9	9	0.7044	0.5371	0:00:00.271174	1000
15	9	0.5365	0.09162	0:00:00.275436	1000
15	9	0.5875	0.2211	0:00:00.276034	1000
15	9	0.5256	0.06429	0:00:00.275405	1000
15	9	0.5428	0.1074	0:00:00.276276	1000
15	15	0.5179	0.04496	0:00:00.276601	1000
18	9	0.5606	0.1525	0:00:00.276359	1000
18	19	0.6044	0.2648	0:00:00.276822	1000
18	15	0.5159	0.03983	0:00:00.559425	2000
18	19	0.5205	0.05142	0:00:00.276762	1000
18	19	0.6278	0.3261	0:00:00.275833	1000
19	9	0.6222	0.3111	0:00:00.276260	1000
19	18	0.6179	0.3	0:00:00.275360	1000
19	18	0.5165	0.04132	0:00:00.553196	2000
19	19	0.6273	0.3248	0:00:03.570696	13000
19	9	0.5041	0.01036	0:00:00.558317	2000
0	0	0.5269	0.06736	0:00:00.275807	1000
0	0	0.5539	0.1356	0:00:00.274854	1000
0	0	0.6196	0.3043	0:00:02.164114	8000
0	14	0.5503	0.1263	0:00:00.254009	1000
0	0	0.663	0.4208	0:00:00.272159	1000
8	10	0.5148	0.03703	0:00:00.275791	1000
8	0	0.5208	0.05206	0:00:00.276474	1000
8	8	0.5437	0.1098	0:00:00.276735	1000
8	8	0.5488	0.1226	0:00:00.276018	1000
8	0	0.5093	0.02329	0:00:00.275990	1000
10	10	0.5501	0.126	0:00:00.276801	1000
10	8	0.546	0.1155	0:00:00.275229	1000
10	10	0.7252	0.5984	0:00:00.275903	1000
10	10	0.5556	0.1399	0:00:00.253821	1000
10	0	0.6267	0.3232	0:00:00.256879	1000
13	10	0.6812	0.4711	0:00:00.258472	1000
13	14	0.6311	0.3348	0:00:00.254013	1000
13	13	0.6175	0.2988	0:00:00.255124	1000
13	10	0.5054	0.01366	0:00:01.103835	4000
13	8	0.6029	0.2609	0:00:00.270356	1000
14	0	0.5225	0.05631	0:00:00.271629	1000
14	14	0.5117	0.02929	0:00:00.275389	1000
14	10	0.546	0.1156	0:00:00.276157	1000
14	0	0.559	0.1484	0:00:00.276270	1000
14	10	0.569	0.1737	0:00:00.275964	1000
0	16	0.5	0.0001131	0:00:27.504890	100000
0	16	0.6342	0.343	0:00:00.276022	1000
0	0	0.5057	0.01438	0:00:00.275851	1000
0	0	0.5371	0.09322	0:00:00.277110	1000
0	16	0.6538	0.3956	0:00:00.275712	1000
9	9	0.5214	0.0536	0:00:00.276371	1000
9	16	0.716	0.571	0:00:00.275417	1000
9	16	0.5701	0.1766	0:00:00.275439	1000
9	16	0.5265	0.0664	0:00:00.276641	1000
9	16	0.522	0.05528	0:00:00.276886	1000
12	12	0.6122	0.2851	0:00:00.255882	1000
12	16	0.5112	0.02802	0:00:00.828717	3000
12	0	0.583	0.2095	0:00:00.253234	1000
12	12	0.543	0.1079	0:00:00.255522	1000
12	12	0.5331	0.08303	0:00:02.736465	10000
16	16	0.6515	0.3894	0:00:00.276484	1000
16	16	0.6891	0.4933	0:00:01.632843	6000
16	16	0.7589	0.7026	0:00:00.276339	1000
16	9	0.5336	0.08433	0:00:00.276619	1000
16	16	0.7444	0.657	0:00:00.276798	1000
19	16	0.5238	0.05968	0:00:00.256288	1000
19	16	0.5639	0.1608	0:00:00.276555	1000
19	16	0.5161	0.04047	0:00:00.276114	1000
19	0	0.5773	0.1951	0:00:00.275858	1000
19	16	0.6296	0.3307	0:00:00.276241	1000
3	14	0.6128	0.2866	0:00:00.275221	1000
3	14	0.5615	0.1548	0:00:00.276213	1000
3	3	0.5616	0.1551	0:00:00.275864	1000
3	6	0.5485	0.1219	0:00:00.275998	1000
3	7	0.7863	0.7936	0:00:00.276206	1000
6	14	0.5024	0.005991	0:00:01.381200	5000
6	14	0.5298	0.07488	0:00:01.106334	4000
6	7	0.6612	0.4157	0:00:00.274769	1000
6	3	0.5086	0.02158	0:00:00.559200	2000
6	6	0.5606	0.1526	0:00:00.275467	1000
7	7	0.9246	1.437	0:00:00.275959	1000
7	7	0.5196	0.04903	0:00:00.276209	1000
7	7	0.5358	0.08986	0:00:00.275877	1000
7	14	0.5729	0.1838	0:00:00.276515	1000
7	7	0.9039	1.304	0:00:00.275809	1000
10	14	0.5964	0.244	0:00:00.276325	1000
10	14	0.6396	0.3573	0:00:00.276575	1000
10	14	0.5847	0.214	0:00:00.276417	1000
10	10	0.5697	0.1755	0:00:00.276577	1000
10	14	0.6767	0.4586	0:00:00.276056	1000
14	14	0.6467	0.3764	0:00:00.553436	2000
14	14	0.5459	0.1153	0:00:02.744352	10000
14	10	0.5456	0.1145	0:00:00.276817	1000
14	14	0.5523	0.1314	0:00:00.276188	1000
14	14	0.5897	0.2268	0:00:00.275727	1000
2	-1.0	0.0	-1.0	0:00:27.544497	100000
2	6	0.5029	0.00727	0:00:05.485289	20000
2	6	0.5273	0.06842	0:00:00.830298	3000
2	11	0.5319	0.08015	0:00:06.337182	23000
2	11	0.5635	0.1598	0:00:00.529321	2000
6	9	0.6424	0.3648	0:00:00.281507	1000
6	6	0.6114	0.2831	0:00:00.276591	1000
6	6	0.5375	0.09412	0:00:00.276404	1000
6	6	0.5833	0.2102	0:00:00.276121	1000
6	6	0.5104	0.02605	0:00:00.829638	3000
9	9	0.6923	0.5024	0:00:00.275744	1000
9	9	0.6149	0.292	0:00:00.276208	1000
9	9	0.6729	0.448	0:00:00.276740	1000
9	9	0.5437	0.1098	0:00:00.277439	1000
9	9	0.6722	0.4459	0:00:00.276204	1000
11	9	0.5764	0.1927	0:00:00.276546	1000
11	11	0.6187	0.3021	0:00:00.552677	2000
11	11	0.5385	0.09654	0:00:00.829107	3000
11	11	0.521	0.05263	0:00:00.276294	1000
11	9	0.5362	0.09091	0:00:00.254181	1000
18	9	0.7161	0.5712	0:00:00.255109	1000
18	9	0.5665	0.1676	0:00:00.828723	3000
18	9	0.5233	0.05845	0:00:00.830173	3000
18	6	0.5445	0.1117	0:00:00.276473	1000
18	9	0.6138	0.2893	0:00:00.276377	1000
1	15	0.5236	0.05923	0:00:00.274252	1000
1	15	0.5134	0.0337	0:00:00.277156	1000
1	15	0.5693	0.1747	0:00:00.276817	1000
1	15	0.5443	0.1112	0:00:00.275251	1000
1	15	0.582	0.2071	0:00:00.276422	1000
4	1	0.5339	0.08515	0:00:00.275986	1000
4	1	0.535	0.08785	0:00:00.275864	1000
4	15	0.5517	0.1298	0:00:00.276592	1000
4	13	0.5622	0.1566	0:00:00.276100	1000
4	6	0.5099	0.02481	0:00:08.442614	33000
6	6	0.571	0.179	0:00:00.255284	1000
6	4	0.5737	0.1857	0:00:00.277146	1000
6	6	0.5664	0.1673	0:00:00.277085	1000
6	6	0.5727	0.1832	0:00:00.275724	1000
6	4	0.5536	0.1348	0:00:00.255985	1000
13	4	0.5349	0.08766	0:00:00.255714	1000
13	15	0.6791	0.4653	0:00:00.276759	1000
13	15	0.5212	0.05307	0:00:00.276125	1000
13	4	0.6143	0.2906	0:00:00.275923	1000
13	4	0.5964	0.2442	0:00:00.275655	1000
15	15	0.6273	0.3248	0:00:00.276325	1000
15	13	0.51	0.02511	0:00:00.275845	1000
15	15	0.5636	0.16	0:00:00.276191	1000
15	15	0.5651	0.1639	0:00:09.104805	33000
15	15	0.6388	0.3554	0:00:00.277048	1000
2	2	0.5692	0.1743	0:00:00.275352	1000
2	11	0.5433	0.1089	0:00:00.277089	1000
2	17	0.5237	0.05933	0:00:00.553026	2000
2	2	0.5781	0.1971	0:00:00.276530	1000
2	4	0.5437	0.1099	0:00:00.276310	1000
4	4	0.5172	0.04311	0:00:00.276685	1000
4	2	0.6468	0.3766	0:00:00.275191	1000
4	2	0.6072	0.2719	0:00:00.275307	1000
4	2	0.7121	0.5595	0:00:00.275834	1000
4	17	0.5245	0.0614	0:00:01.997961	8000
11	-1.0	0.0	-1.0	0:00:27.004391	100000
11	-1.0	0.0	-1.0	0:00:27.497090	100000
11	17	0.559	0.1484	0:00:00.276051	1000
11	17	0.5424	0.1064	0:00:00.275383	1000
11	14	0.5483	0.1213	0:00:00.276848	1000
14	14	0.6052	0.2669	0:00:00.255233	1000
14	11	0.5092	0.0231	0:00:00.277174	1000
14	11	0.5824	0.2079	0:00:00.276769	1000
14	11	0.5489	0.1229	0:00:07.148119	26000
14	4	0.6787	0.4641	0:00:00.255834	1000
17	17	0.5112	0.02804	0:00:01.381864	5000
17	17	0.6438	0.3688	0:00:00.276303	1000
17	17	0.6049	0.2661	0:00:00.276392	1000
17	4	0.6481	0.3802	0:00:00.275539	1000
17	17	0.5258	0.06471	0:00:00.266745	1000
2	18	0.5167	0.0418	0:00:01.027704	4000
2	9	0.5123	0.03093	0:00:03.321295	12000
2	2	0.6082	0.2747	0:00:00.275413	1000
2	18	0.5526	0.1323	0:00:00.276438	1000
2	9	0.5349	0.08752	0:00:01.105688	4000
9	12	0.5806	0.2035	0:00:00.255380	1000
9	9	0.5882	0.223	0:00:00.262140	1000
9	9	0.5008	0.002018	0:00:12.675668	46000
9	16	0.5079	0.01993	0:00:00.835377	3000
9	16	0.6738	0.4505	0:00:00.275126	1000
12	12	0.5228	0.05711	0:00:00.276362	1000
12	16	0.5932	0.2358	0:00:00.275084	1000
12	12	0.5203	0.05098	0:00:00.275549	1000
12	16	0.6724	0.4466	0:00:00.275727	1000
12	18	0.6079	0.274	0:00:00.281445	1000
16	16	0.5437	0.1096	0:00:00.276967	1000
16	16	0.5849	0.2145	0:00:00.276596	1000
16	16	0.6325	0.3384	0:00:00.276783	1000
16	16	0.5516	0.1297	0:00:00.275799	1000
16	16	0.6125	0.2859	0:00:00.255011	1000
18	16	0.722	0.5888	0:00:00.275535	1000
18	16	0.572	0.1814	0:00:00.276522	1000
18	2	0.502	0.004922	0:00:02.165219	8000
18	12	0.5311	0.07793	0:00:00.807546	3000
18	12	0.6149	0.2922	0:00:00.276270	1000
1	16	0.5839	0.2119	0:00:00.275774	1000
1	6	0.5028	0.007036	0:00:01.024794	4000
1	7	0.51	0.02507	0:00:00.256128	1000
1	7	0.568	0.1714	0:00:00.275306	1000
1	16	0.5662	0.1667	0:00:00.276314	1000
5	5	0.6063	0.2697	0:00:00.276661	1000
5	1	0.544	0.1105	0:00:00.276152	1000
5	1	0.5217	0.05431	0:00:00.256019	1000
5	1	0.5273	0.06845	0:00:00.276608	1000
5	6	0.5123	0.03078	0:00:02.742113	10000
6	6	0.5348	0.08746	0:00:00.806124	3000
6	6	0.5518	0.1303	0:00:02.469312	9000
6	6	0.5494	0.124	0:00:00.275396	1000
6	7	0.5586	0.1474	0:00:00.235168	1000
6	16	0.5312	0.07841	0:00:00.235228	1000
7	7	0.5146	0.03657	0:00:00.234185	1000
7	7	0.5379	0.09524	0:00:00.271541	1000
7	6	0.55	0.1256	0:00:05.968887	22000
7	7	0.5266	0.06667	0:00:00.276391	1000
7	-1.0	0.0	-1.0	0:00:27.342921	100000
16	16	0.6766	0.4581	0:00:00.276261	1000
16	16	0.6894	0.4942	0:00:00.276603	1000
16	16	0.6225	0.3122	0:00:00.281217	1000
16	16	0.6007	0.2552	0:00:00.276497	1000
16	16	0.8191	0.9121	0:00:00.276260	1000
0	0	0.6084	0.2752	0:00:00.255380	1000
0	0	0.562	0.1559	0:00:00.255712	1000
0	19	0.5047	0.01186	0:00:01.351651	5000
0	0	0.6449	0.3717	0:00:01.023769	4000
0	19	0.5117	0.02932	0:00:00.276590	1000
6	0	0.5937	0.237	0:00:03.529779	13000
6	6	0.6203	0.3063	0:00:00.276180	1000
6	0	0.5099	0.02476	0:00:00.511295	2000
6	6	0.8203	0.9166	0:00:00.276297	1000
6	18	0.5064	0.01604	0:00:01.658668	6000
10	6	0.7536	0.6859	0:00:00.275530	1000
10	6	0.9621	1.776	0:00:00.276336	1000
10	6	0.7801	0.7724	0:00:00.254933	1000
10	6	0.8139	0.8924	0:00:00.254584	1000
10	6	0.6812	0.4712	0:00:00.255752	1000
18	18	0.5146	0.03665	0:00:00.276399	1000
18	0	0.5818	0.2064	0:00:00.276099	1000
18	10	0.8787	1.169	0:00:00.276704	1000
18	18	0.5375	0.09409	0:00:00.276316	1000
18	0	0.5441	0.1106	0:00:00.255408	1000
19	6	0.5911	0.2303	0:00:00.551636	2000
19	10	0.6423	0.3646	0:00:00.281961	1000
19	10	0.8469	1.023	0:00:00.275904	1000
19	18	0.6123	0.2854	0:00:00.277569	1000
19	10	0.5276	0.06935	0:00:00.255587	1000
13	14	0.6091	0.2771	0:00:09.010638	35000
13	14	0.566	0.1663	0:00:00.277490	1000
13	15	0.7022	0.5307	0:00:00.276019	1000
13	14	0.5254	0.06381	0:00:00.276374	1000
13	15	0.8388	0.9895	0:00:00.256233	1000
14	16	0.7317	0.6178	0:00:00.275243	1000
14	13	0.522	0.05522	0:00:00.276383	1000
14	14	0.5142	0.03558	0:00:00.275537	1000
14	14	0.7257	0.5998	0:00:00.255338	1000
14	16	0.5792	0.2	0:00:00.276891	1000
15	15	0.854	1.054	0:00:00.276835	1000
15	15	0.8179	0.9073	0:00:00.276018	1000
15	15	0.5224	0.05621	0:00:00.253646	1000
15	15	0.7398	0.6428	0:00:00.234158	1000
15	14	0.5114	0.02846	0:00:00.253562	1000
16	15	0.8296	0.9525	0:00:00.276399	1000
16	15	0.7666	0.7276	0:00:00.275781	1000
16	15	0.6596	0.4114	0:00:00.275489	1000
16	16	0.6977	0.5178	0:00:00.276031	1000
16	15	0.8902	1.227	0:00:00.275903	1000
19	14	0.5462	0.1161	0:00:00.276752	1000
19	14	0.5239	0.05987	0:00:00.276346	1000
19	14	0.5141	0.03545	0:00:00.552594	2000
19	15	0.7362	0.6316	0:00:00.276582	1000
19	15	0.5948	0.24	0:00:00.275821	1000
2	10	0.5839	0.2118	0:00:00.253557	1000
2	2	0.5648	0.1632	0:00:00.255809	1000
2	2	0.5127	0.03172	0:00:00.489969	2000
2	2	0.744	0.6558	0:00:00.255688	1000
2	10	0.7616	0.7116	0:00:00.255579	1000
4	6	0.6423	0.3647	0:00:00.276380	1000
4	6	0.5111	0.02771	0:00:00.834904	3000
4	6	0.5291	0.07293	0:00:00.253901	1000
4	10	0.5116	0.02905	0:00:00.276639	1000
4	10	0.5281	0.0705	0:00:01.385421	5000
6	2	0.7385	0.6388	0:00:00.276387	1000
6	10	0.5962	0.2435	0:00:00.255243	1000
6	2	0.7059	0.5415	0:00:00.256642	1000
6	4	0.5133	0.0333	0:00:00.255503	1000
6	6	0.582	0.207	0:00:00.276304	1000
10	6	0.5556	0.1398	0:00:00.276506	1000
10	-1.0	0.0	-1.0	0:00:27.458014	100000
10	10	0.6116	0.2834	0:00:00.276119	1000
10	10	0.5464	0.1166	0:00:00.256817	1000
10	10	0.5664	0.1671	0:00:00.276374	1000
12	10	0.5337	0.08457	0:00:00.261766	1000
12	12	0.5098	0.02445	0:00:04.577504	18000
12	10	0.8277	0.945	0:00:00.277094	1000
12	2	0.5554	0.1394	0:00:00.276176	1000
12	12	0.5719	0.1813	0:00:00.275927	1000
1	11	0.6088	0.2761	0:00:02.764724	10000
1	1	0.5639	0.1608	0:00:00.275347	1000
1	12	0.5723	0.1822	0:00:04.148178	15000
1	12	0.7752	0.7562	0:00:00.276205	1000
1	1	0.6007	0.2551	0:00:00.275805	1000
6	6	0.5114	0.02869	0:00:00.276150	1000
6	6	0.5284	0.07119	0:00:00.275823	1000
6	6	0.5381	0.09562	0:00:00.276830	1000
6	6	0.5615	0.1547	0:00:02.744007	10000
6	-1.0	0.0	-1.0	0:00:27.583434	100000
11	11	0.5435	0.1092	0:00:00.555105	2000
11	1	0.507	0.01761	0:00:00.552933	2000
11	6	0.529	0.07271	0:00:19.583834	71000
11	18	0.5334	0.08391	0:00:00.276695	1000
11	1	0.51	0.02517	0:00:00.554318	2000
12	12	0.5787	0.1986	0:00:00.276294	1000
12	11	0.6225	0.3121	0:00:00.276653	1000
12	18	0.6406	0.36	0:00:00.276322	1000
12	12	0.5068	0.01699	0:00:00.830940	3000
12	18	0.5336	0.08425	0:00:00.276948	1000
18	1	0.5323	0.08109	0:00:00.277442	1000
18	11	0.5017	0.004182	0:00:05.782705	21000
18	1	0.5389	0.0976	0:00:00.276305	1000
18	12	0.5166	0.0415	0:00:00.275953	1000
18	11	0.6505	0.3867	0:00:00.553383	2000
3	3	0.6097	0.2784	0:00:00.274989	1000
3	10	0.7564	0.6946	0:00:00.827745	3000
3	10	0.7163	0.5718	0:00:00.275623	1000
3	15	0.5026	0.006536	0:00:04.422842	16000
3	3	0.6906	0.4976	0:00:00.254572	1000
7	10	0.5307	0.07713	0:00:00.256353	1000
7	7	0.5321	0.0806	0:00:00.830753	3000
7	15	0.5092	0.02302	0:00:01.534940	6000
7	10	0.5094	0.02358	0:00:01.534933	6000
7	3	0.5228	0.05727	0:00:00.275455	1000
10	15	0.5329	0.08247	0:00:00.275297	1000
10	10	0.6221	0.3109	0:00:00.275666	1000
10	10	0.5412	0.1036	0:00:00.276009	1000
10	15	0.5719	0.1813	0:00:00.275422	1000
10	10	0.688	0.4901	0:00:00.275347	1000
15	3	0.5416	0.1044	0:00:00.275639	1000
15	10	0.731	0.6159	0:00:00.552875	2000
15	10	0.6242	0.3164	0:00:00.276329	1000
15	10	0.5743	0.1873	0:00:00.276512	1000
15	10	0.5683	0.1722	0:00:00.276318	1000
18	10	0.5759	0.1915	0:00:00.275669	1000
18	18	0.5047	0.01167	0:00:01.107662	4000
18	3	0.5425	0.1067	0:00:03.045375	11000
18	10	0.5931	0.2355	0:00:00.255619	1000
18	3	0.5242	0.06063	0:00:00.255631	1000
2	5	0.5131	0.0328	0:00:00.274923	1000
2	5	0.5668	0.1683	0:00:00.276806	1000
2	19	0.5278	0.06985	0:00:00.277277	1000
2	5	0.5365	0.09162	0:00:00.276191	1000
2	5	0.5062	0.01563	0:00:00.554080	2000
5	10	0.5098	0.02467	0:00:00.277191	1000
5	5	0.56	0.1511	0:00:00.256315	1000
5	2	0.6131	0.2873	0:00:01.936201	7000
5	5	0.6371	0.3508	0:00:00.255819	1000
5	5	0.5718	0.1809	0:00:00.256629	1000
10	19	0.512	0.03013	0:00:00.254833	1000
10	19	0.5237	0.05952	0:00:00.276539	1000
10	19	0.5073	0.01837	0:00:00.276371	1000
10	10	0.5288	0.07233	0:00:00.276159	1000
10	10	0.5265	0.06639	0:00:00.277324	1000
18	10	0.5923	0.2334	0:00:00.254878	1000
18	19	0.5184	0.04618	0:00:00.256140	1000
18	19	0.5062	0.01563	0:00:00.276010	1000
18	5	0.5889	0.2247	0:00:00.276801	1000
18	19	0.6112	0.2824	0:00:00.276505	1000
19	19	0.6549	0.3986	0:00:00.276536	1000
19	19	0.5352	0.08835	0:00:01.533589	6000
19	19	0.5903	0.2284	0:00:00.801684	3000
19	10	0.5609	0.1531	0:00:00.276769	1000
19	19	0.5452	0.1137	0:00:00.274441	1000
0	0	0.7196	0.5817	0:00:00.275516	1000
0	0	0.815	0.8964	0:00:00.275751	1000
0	0	0.5106	0.02658	0:00:00.553655	2000
0	0	0.5258	0.06465	0:00:00.553721	2000
0	0	0.8684	1.119	0:00:00.275243	1000
6	7	0.5189	0.04742	0:00:00.471153	3000
6	0	0.5397	0.09977	0:00:00.252545	1000
6	0	0.5304	0.07635	0:00:00.253406	1000
6	0	0.6153	0.2931	0:00:00.253439	1000
6	0	0.614	0.2898	0:00:00.253685	1000
7	15	0.5129	0.03222	0:00:12.099595	44000
7	16	0.5081	0.02028	0:00:00.276876	1000
7	-1.0	0.0	-1.0	0:00:26.481225	100000
7	7	0.6928	0.5037	0:00:00.176983	1000
7	0	0.5153	0.03844	0:00:00.179406	1000
15	6	0.5026	0.006616	0:00:02.490792	9000
15	15	0.6258	0.3207	0:00:00.255908	1000
15	15	0.7536	0.686	0:00:00.255390	1000
15	15	0.6973	0.5166	0:00:00.275811	1000
15	15	0.6727	0.4473	0:00:00.275964	1000
16	0	0.5323	0.08096	0:00:00.276704	1000
16	15	0.5788	0.1989	0:00:00.275105	1000
16	16	0.6281	0.3267	0:00:00.276829	1000
16	16	0.5084	0.02106	0:00:00.276549	1000
16	15	0.5682	0.1718	0:00:00.276604	1000
0	0	0.5595	0.1497	0:00:00.275656	1000
0	0	0.6156	0.2939	0:00:00.276672	1000
0	0	0.5843	0.2129	0:00:00.275608	1000
0	16	0.635	0.3452	0:00:00.276188	1000
0	0	0.5202	0.05075	0:00:00.275979	1000
1	16	0.5767	0.1934	0:00:00.829140	3000
1	1	0.5108	0.02701	0:00:00.276425	1000
1	1	0.5947	0.2395	0:00:00.276411	1000
1	16	0.5598	0.1503	0:00:00.276110	1000
1	1	0.6261	0.3216	0:00:00.275944	1000
3	1	0.5685	0.1725	0:00:00.276163	1000
3	3	0.6041	0.2639	0:00:00.276657	1000
3	3	0.5228	0.05725	0:00:00.276592	1000
3	1	0.5112	0.02816	0:00:00.275907	1000
3	3	0.6355	0.3465	0:00:00.276599	1000
4	4	0.5475	0.1193	0:00:00.276276	1000
4	3	0.7229	0.5916	0:00:00.275777	1000
4	0	0.5278	0.06976	0:00:00.275928	1000
4	16	0.5097	0.02419	0:00:00.829617	3000
4	3	0.7116	0.5579	0:00:00.276355	1000
16	16	0.6069	0.2713	0:00:00.276233	1000
16	16	0.5869	0.2195	0:00:05.783063	21000
16	0	0.5012	0.003079	0:00:04.679641	17000
16	16	0.6745	0.4523	0:00:00.276648	1000
16	4	0.635	0.345	0:00:00.276936	1000
