label	predict	gamma LCB	radius	time	N samples
8	10	0.5146	0.03656	0:00:00.177260	1000
8	0	0.5204	0.05127	0:00:00.177060	1000
8	8	0.5437	0.1097	0:00:00.176819	1000
8	8	0.5485	0.1218	0:00:00.157122	1000
8	0	0.5093	0.02328	0:00:00.157089	1000
10	10	0.5498	0.1252	0:00:00.156259	1000
10	8	0.546	0.1155	0:00:00.158734	1000
10	10	0.725	0.5978	0:00:00.177224	1000
10	10	0.5554	0.1394	0:00:00.177105	1000
10	0	0.6267	0.323	0:00:00.156739	1000
13	10	0.681	0.4706	0:00:00.177879	1000
13	14	0.6311	0.3348	0:00:00.177082	1000
13	13	0.6174	0.2987	0:00:00.176769	1000
13	10	0.5052	0.01308	0:00:00.882962	5000
13	8	0.6027	0.2604	0:00:00.175445	1000
14	0	0.5223	0.05583	0:00:00.178369	1000
14	14	0.5116	0.02904	0:00:00.178120	1000
14	10	0.5458	0.1151	0:00:00.177324	1000
14	0	0.5589	0.1482	0:00:00.177625	1000
14	10	0.5688	0.1733	0:00:00.342973	2000
0	-1.0	0.0	-1.0	0:00:17.732332	100000
0	16	0.6339	0.3422	0:00:00.177303	1000
0	0	0.5057	0.01423	0:00:00.177547	1000
0	0	0.5371	0.09312	0:00:00.177918	1000
0	16	0.6534	0.3946	0:00:00.177146	1000
9	9	0.521	0.05271	0:00:00.355605	2000
9	16	0.7157	0.57	0:00:00.153874	1000
9	16	0.5699	0.1761	0:00:00.177449	1000
9	16	0.5262	0.0656	0:00:00.176790	1000
9	16	0.5217	0.05438	0:00:00.354239	2000
12	12	0.612	0.2846	0:00:00.177167	1000
12	16	0.5109	0.02744	0:00:00.710534	4000
12	0	0.5828	0.2091	0:00:00.177723	1000
12	12	0.5429	0.1077	0:00:00.177240	1000
12	12	0.533	0.08276	0:00:02.133373	12000
16	16	0.6511	0.3884	0:00:00.177299	1000
16	16	0.6888	0.4924	0:00:01.777240	10000
16	16	0.7585	0.7016	0:00:00.177220	1000
16	9	0.5333	0.08353	0:00:00.178003	1000
16	16	0.7441	0.656	0:00:00.177668	1000
19	16	0.5237	0.05941	0:00:00.177754	1000
19	16	0.5638	0.1606	0:00:00.176713	1000
19	16	0.516	0.04023	0:00:00.178078	1000
19	0	0.5772	0.1948	0:00:00.177615	1000
19	16	0.6293	0.3299	0:00:00.177374	1000
3	14	0.6126	0.2862	0:00:00.179517	1000
3	14	0.5613	0.1544	0:00:00.178068	1000
3	3	0.5616	0.155	0:00:00.176461	1000
3	6	0.5482	0.121	0:00:00.177494	1000
3	7	0.7859	0.7923	0:00:00.178343	1000
6	14	0.5023	0.005817	0:00:01.066147	6000
6	14	0.5298	0.07467	0:00:00.888667	5000
6	7	0.6608	0.4147	0:00:00.178289	1000
6	3	0.5085	0.02124	0:00:00.358719	2000
6	6	0.5603	0.1517	0:00:00.176507	1000
7	7	0.9242	1.434	0:00:00.177817	1000
7	7	0.5195	0.04878	0:00:00.177616	1000
7	7	0.5357	0.0897	0:00:00.177453	1000
7	14	0.5729	0.1836	0:00:00.176970	1000
7	7	0.9036	1.302	0:00:00.177547	1000
10	14	0.5963	0.2437	0:00:00.177270	1000
10	14	0.6394	0.3569	0:00:00.177981	1000
10	14	0.5846	0.2137	0:00:00.177642	1000
10	10	0.5695	0.1752	0:00:00.156567	1000
10	14	0.6766	0.4582	0:00:00.177087	1000
14	14	0.6465	0.376	0:00:00.355188	2000
14	14	0.5458	0.1152	0:00:02.313904	13000
14	10	0.5455	0.1143	0:00:00.177803	1000
14	14	0.5522	0.1312	0:00:00.177158	1000
14	14	0.5896	0.2265	0:00:00.177743	1000
2	-1.0	0.0	-1.0	0:00:17.707945	100000
2	6	0.5026	0.006482	0:00:04.453341	25000
2	6	0.5271	0.06798	0:00:00.710032	4000
2	11	0.5317	0.0795	0:00:05.662427	32000
2	11	0.5632	0.1591	0:00:00.356024	2000
6	9	0.6423	0.3646	0:00:00.176913	1000
6	6	0.6111	0.2823	0:00:00.177354	1000
6	6	0.5371	0.09301	0:00:00.177945	1000
6	6	0.5831	0.2098	0:00:00.177717	1000
6	6	0.5102	0.02551	0:00:00.888701	5000
9	9	0.6921	0.5018	0:00:00.178162	1000
9	9	0.6148	0.2918	0:00:00.177835	1000
9	9	0.6728	0.4475	0:00:00.177330	1000
9	9	0.5434	0.109	0:00:00.176886	1000
9	9	0.6721	0.4456	0:00:00.177798	1000
11	9	0.5762	0.1923	0:00:00.177170	1000
11	11	0.6184	0.3012	0:00:00.354810	2000
11	11	0.5384	0.09639	0:00:00.710888	4000
11	11	0.521	0.05258	0:00:00.177681	1000
11	9	0.5361	0.09059	0:00:00.178206	1000
18	9	0.7159	0.5708	0:00:00.178015	1000
18	9	0.5665	0.1674	0:00:00.537817	3000
18	9	0.5231	0.05799	0:00:00.536705	3000
18	6	0.5442	0.111	0:00:00.177129	1000
18	9	0.6138	0.2891	0:00:00.177075	1000
1	15	0.5234	0.05875	0:00:00.175970	1000
1	15	0.5134	0.03349	0:00:00.176630	1000
1	15	0.5693	0.1745	0:00:00.177566	1000
1	15	0.544	0.1105	0:00:00.181032	1000
1	15	0.582	0.207	0:00:00.175567	1000
4	1	0.5337	0.08445	0:00:00.177129	1000
4	1	0.535	0.08794	0:00:00.177681	1000
4	15	0.5516	0.1297	0:00:00.177282	1000
4	13	0.562	0.1561	0:00:00.178030	1000
4	6	0.51	0.02502	0:00:06.383105	36000
6	6	0.571	0.179	0:00:00.176774	1000
6	4	0.5736	0.1855	0:00:00.177698	1000
6	6	0.5665	0.1676	0:00:00.177214	1000
6	6	0.5726	0.183	0:00:00.177944	1000
6	4	0.5535	0.1346	0:00:00.178402	1000
13	4	0.5349	0.08755	0:00:00.177739	1000
13	15	0.679	0.4648	0:00:00.177758	1000
13	15	0.521	0.05266	0:00:00.177505	1000
13	4	0.6143	0.2906	0:00:00.177559	1000
13	4	0.5965	0.2442	0:00:00.178081	1000
15	15	0.6273	0.3247	0:00:00.178249	1000
15	13	0.5099	0.02485	0:00:00.177127	1000
15	15	0.5635	0.1599	0:00:00.180852	1000
15	15	0.5649	0.1635	0:00:08.520195	48000
15	15	0.6386	0.3548	0:00:00.178040	1000
2	2	0.5691	0.174	0:00:00.176446	1000
2	11	0.543	0.108	0:00:00.177491	1000
2	17	0.5234	0.05859	0:00:00.355860	2000
2	2	0.5781	0.197	0:00:00.177446	1000
2	4	0.5433	0.1086	0:00:00.180751	1000
4	4	0.5168	0.04212	0:00:00.155597	1000
4	2	0.6467	0.3765	0:00:00.157881	1000
4	2	0.6071	0.2717	0:00:00.178444	1000
4	2	0.712	0.5591	0:00:00.157444	1000
4	17	0.5241	0.06045	0:00:01.267815	8000
11	-1.0	0.0	-1.0	0:00:17.604166	100000
11	-1.0	0.0	-1.0	0:00:16.453784	100000
11	17	0.5588	0.1479	0:00:00.157123	1000
11	17	0.5419	0.1052	0:00:00.177055	1000
11	14	0.5481	0.1209	0:00:00.359787	2000
14	14	0.6046	0.2653	0:00:00.180211	1000
14	11	0.5091	0.0228	0:00:00.158502	1000
14	11	0.5823	0.2078	0:00:00.157511	1000
14	11	0.5487	0.1224	0:00:05.574295	32000
14	4	0.6785	0.4635	0:00:00.177178	1000
17	17	0.5108	0.02703	0:00:01.066524	6000
17	17	0.6434	0.3675	0:00:00.177360	1000
17	17	0.6048	0.2657	0:00:00.356365	2000
17	4	0.6478	0.3793	0:00:00.177377	1000
17	17	0.5251	0.06293	0:00:00.355772	2000
2	18	0.5165	0.04147	0:00:00.886313	5000
2	9	0.5123	0.03092	0:00:01.774688	10000
2	2	0.6082	0.2747	0:00:00.180493	1000
2	18	0.5527	0.1325	0:00:00.177188	1000
2	9	0.5346	0.08674	0:00:01.068181	6000
9	12	0.5803	0.2027	0:00:00.177345	1000
9	9	0.5881	0.2227	0:00:00.177916	1000
9	9	0.5005	0.001209	0:00:08.346427	47000
9	16	0.5078	0.01945	0:00:00.534069	3000
9	16	0.6737	0.45	0:00:00.177876	1000
12	12	0.5227	0.05699	0:00:00.178107	1000
12	16	0.593	0.2352	0:00:00.177064	1000
12	12	0.5201	0.05043	0:00:00.176854	1000
12	16	0.6724	0.4466	0:00:00.354530	2000
12	18	0.6077	0.2734	0:00:00.178186	1000
16	16	0.5432	0.1085	0:00:00.177649	1000
16	16	0.5847	0.214	0:00:00.177586	1000
16	16	0.6321	0.3375	0:00:00.177372	1000
16	16	0.5514	0.1292	0:00:00.176840	1000
16	16	0.6122	0.2852	0:00:00.177345	1000
18	16	0.7219	0.5885	0:00:00.176851	1000
18	16	0.5718	0.181	0:00:00.177742	1000
18	2	0.5017	0.004284	0:00:02.268259	13000
18	12	0.5309	0.07753	0:00:00.468930	3000
18	12	0.6148	0.2918	0:00:00.157441	1000
1	16	0.5839	0.2118	0:00:00.157960	1000
1	6	0.5028	0.006982	0:00:00.683635	4000
1	7	0.5099	0.02484	0:00:00.355872	2000
1	7	0.5678	0.1708	0:00:00.177202	1000
1	16	0.5659	0.1658	0:00:00.178013	1000
5	5	0.6062	0.2694	0:00:00.178701	1000
5	1	0.5438	0.1101	0:00:00.177846	1000
5	1	0.5213	0.05342	0:00:00.355245	2000
5	1	0.5269	0.06758	0:00:00.177557	1000
5	6	0.5121	0.03035	0:00:02.664243	15000
6	6	0.5349	0.08749	0:00:00.791473	5000
6	6	0.552	0.1306	0:00:01.259845	8000
6	6	0.549	0.1232	0:00:00.177134	1000
6	7	0.5585	0.147	0:00:00.178163	1000
6	16	0.5312	0.07825	0:00:00.178127	1000
7	7	0.5145	0.03626	0:00:00.177150	1000
7	7	0.5379	0.09521	0:00:00.177313	1000
7	6	0.5501	0.1258	0:00:04.768172	27000
7	7	0.5264	0.06624	0:00:00.176922	1000
7	-1.0	0.0	-1.0	0:00:17.696815	100000
16	16	0.6763	0.4574	0:00:00.178133	1000
16	16	0.6893	0.4938	0:00:00.177003	1000
16	16	0.6224	0.3118	0:00:00.177113	1000
16	16	0.6003	0.254	0:00:00.177495	1000
16	16	0.8189	0.9111	0:00:00.152618	1000
0	0	0.6083	0.2748	0:00:00.156207	1000
0	0	0.5618	0.1555	0:00:00.177113	1000
0	19	0.5045	0.01131	0:00:01.242770	7000
0	0	0.6448	0.3714	0:00:00.888321	5000
0	19	0.5115	0.02888	0:00:00.177376	1000
6	0	0.5935	0.2366	0:00:03.704608	21000
6	6	0.6183	0.301	0:00:00.177940	1000
6	0	0.5096	0.02397	0:00:00.354903	2000
6	6	0.8184	0.9092	0:00:00.177221	1000
6	18	0.5062	0.01551	0:00:01.094302	7000
10	6	0.7521	0.6812	0:00:00.156568	1000
10	6	0.9607	1.759	0:00:00.154152	1000
10	6	0.7784	0.7667	0:00:00.168416	1000
10	6	0.8125	0.8871	0:00:00.178186	1000
10	6	0.6801	0.468	0:00:00.177425	1000
18	18	0.5147	0.03676	0:00:00.177664	1000
18	0	0.5813	0.2053	0:00:00.177602	1000
18	10	0.8771	1.16	0:00:00.177402	1000
18	18	0.5371	0.09313	0:00:00.176657	1000
18	0	0.5441	0.1109	0:00:00.177469	1000
19	6	0.5894	0.226	0:00:00.353782	2000
19	10	0.641	0.3611	0:00:00.176579	1000
19	10	0.8453	1.017	0:00:00.177425	1000
19	18	0.6121	0.2848	0:00:00.176909	1000
19	10	0.5277	0.06953	0:00:00.177464	1000
13	14	0.6087	0.276	0:00:05.465453	31000
13	14	0.566	0.1661	0:00:00.178313	1000
13	15	0.7019	0.5298	0:00:00.176631	1000
13	14	0.5256	0.06423	0:00:00.177105	1000
13	15	0.8382	0.9872	0:00:00.176418	1000
14	16	0.731	0.6158	0:00:00.177585	1000
14	13	0.522	0.0551	0:00:00.176752	1000
14	14	0.5141	0.03538	0:00:00.177803	1000
14	14	0.7256	0.5994	0:00:00.177558	1000
14	16	0.5786	0.1983	0:00:00.159536	1000
15	15	0.8536	1.052	0:00:00.162263	1000
15	15	0.8171	0.9042	0:00:00.158749	1000
15	15	0.522	0.05524	0:00:00.177502	1000
15	15	0.7391	0.6406	0:00:00.177310	1000
15	14	0.5114	0.02851	0:00:00.176830	1000
16	15	0.8291	0.9504	0:00:00.177361	1000
16	15	0.7658	0.7251	0:00:00.177244	1000
16	15	0.6589	0.4096	0:00:00.177305	1000
16	16	0.6969	0.5154	0:00:00.177059	1000
16	15	0.8893	1.223	0:00:00.176567	1000
19	14	0.5462	0.1161	0:00:00.176559	1000
19	14	0.5238	0.05971	0:00:00.177013	1000
19	14	0.5136	0.03401	0:00:00.356011	2000
19	15	0.7353	0.629	0:00:00.155417	1000
19	15	0.5948	0.2398	0:00:00.155499	1000
2	10	0.5835	0.2109	0:00:00.354064	2000
2	2	0.5646	0.1627	0:00:00.176625	1000
2	2	0.5124	0.03104	0:00:00.354617	2000
2	2	0.7441	0.6559	0:00:00.176405	1000
2	10	0.7615	0.711	0:00:00.176541	1000
4	6	0.6421	0.364	0:00:00.175988	1000
4	6	0.5102	0.02557	0:00:00.532834	3000
4	6	0.5288	0.07233	0:00:00.176743	1000
4	10	0.5118	0.02968	0:00:00.176702	1000
4	10	0.5282	0.07073	0:00:00.784595	5000
6	2	0.7383	0.638	0:00:00.154233	1000
6	10	0.5961	0.2433	0:00:00.177458	1000
6	2	0.7058	0.5412	0:00:00.176986	1000
6	4	0.5132	0.03315	0:00:00.177505	1000
6	6	0.5818	0.2066	0:00:00.176775	1000
10	6	0.5553	0.1391	0:00:00.176898	1000
10	-1.0	0.0	-1.0	0:00:17.704020	100000
10	10	0.6111	0.2823	0:00:00.177754	1000
10	10	0.5463	0.1163	0:00:00.155626	1000
10	10	0.5662	0.1668	0:00:00.156914	1000
12	10	0.5335	0.08413	0:00:00.177734	1000
12	12	0.5096	0.02416	0:00:03.907989	22000
12	10	0.8273	0.9435	0:00:00.176704	1000
12	2	0.5551	0.1387	0:00:00.177484	1000
12	12	0.5714	0.1799	0:00:00.176882	1000
1	11	0.6085	0.2754	0:00:02.130286	12000
1	1	0.5637	0.1605	0:00:00.177942	1000
1	12	0.5721	0.1817	0:00:03.506052	20000
1	12	0.7751	0.7558	0:00:00.176995	1000
1	1	0.6005	0.2546	0:00:00.176900	1000
6	6	0.5112	0.02815	0:00:00.223719	1000
6	6	0.5285	0.07144	0:00:00.176633	1000
6	6	0.5382	0.09591	0:00:00.175438	1000
6	6	0.5615	0.1548	0:00:03.019851	17000
6	-1.0	0.0	-1.0	0:00:17.686269	100000
11	11	0.5431	0.1083	0:00:00.530628	3000
11	1	0.5067	0.01684	0:00:00.473721	3000
11	6	0.5289	0.07262	0:00:09.964361	57000
11	18	0.5333	0.08367	0:00:00.178616	1000
11	1	0.5099	0.02489	0:00:00.354699	2000
12	12	0.5784	0.1979	0:00:00.177031	1000
12	11	0.6225	0.3121	0:00:00.176060	1000
12	18	0.6399	0.3583	0:00:00.176951	1000
12	12	0.507	0.01748	0:00:00.710128	4000
12	18	0.5331	0.08307	0:00:00.177043	1000
18	1	0.5322	0.08088	0:00:00.176728	1000
18	11	0.5014	0.003528	0:00:05.150363	29000
18	1	0.5387	0.09727	0:00:00.177537	1000
18	12	0.5162	0.04064	0:00:00.177331	1000
18	11	0.6501	0.3855	0:00:00.355220	2000
3	3	0.6096	0.2783	0:00:00.176306	1000
3	10	0.7562	0.6943	0:00:00.713503	4000
3	10	0.7159	0.5707	0:00:00.157633	1000
3	15	0.5025	0.006373	0:00:05.035190	31000
3	3	0.6904	0.4971	0:00:00.177009	1000
7	10	0.5307	0.07711	0:00:00.176370	1000
7	7	0.532	0.08027	0:00:00.710234	4000
7	15	0.5091	0.0227	0:00:01.420393	8000
7	10	0.5093	0.02325	0:00:01.246197	7000
7	3	0.5227	0.05703	0:00:00.177480	1000
10	15	0.5323	0.08113	0:00:00.177039	1000
10	10	0.6218	0.3103	0:00:00.177388	1000
10	10	0.5411	0.1032	0:00:00.177916	1000
10	15	0.5718	0.1809	0:00:00.177164	1000
10	10	0.6877	0.4893	0:00:00.176945	1000
15	3	0.5417	0.1046	0:00:00.177457	1000
15	10	0.7308	0.6153	0:00:00.353348	2000
15	10	0.6239	0.3157	0:00:00.176821	1000
15	10	0.5741	0.1869	0:00:00.177492	1000
15	10	0.5681	0.1715	0:00:00.177558	1000
18	10	0.5758	0.1912	0:00:00.176360	1000
18	18	0.5045	0.01117	0:00:00.710758	4000
18	3	0.5422	0.1061	0:00:02.312307	13000
18	10	0.5929	0.2351	0:00:00.177183	1000
18	3	0.5242	0.06071	0:00:00.176309	1000
2	5	0.513	0.03263	0:00:00.177020	1000
2	5	0.5668	0.1684	0:00:00.177021	1000
2	19	0.5277	0.0694	0:00:00.177934	1000
2	5	0.5366	0.09197	0:00:00.312565	2000
2	5	0.5063	0.01581	0:00:00.355945	2000
5	10	0.5098	0.02464	0:00:00.176550	1000
5	5	0.56	0.1509	0:00:00.176491	1000
5	2	0.6129	0.287	0:00:02.134932	12000
5	5	0.6373	0.3512	0:00:00.177257	1000
5	5	0.5715	0.1803	0:00:00.177373	1000
10	19	0.5119	0.02977	0:00:00.177627	1000
10	19	0.5236	0.05911	0:00:00.177518	1000
10	19	0.507	0.01752	0:00:00.354732	2000
10	10	0.5288	0.07236	0:00:00.176216	1000
10	10	0.5262	0.06572	0:00:00.177925	1000
18	10	0.5922	0.2332	0:00:00.177383	1000
18	19	0.5184	0.04603	0:00:00.176924	1000
18	19	0.5061	0.01534	0:00:00.354362	2000
18	5	0.5887	0.2243	0:00:00.177085	1000
18	19	0.6111	0.2823	0:00:00.156991	1000
19	19	0.6549	0.3986	0:00:00.177593	1000
19	19	0.535	0.08793	0:00:01.243985	7000
19	19	0.5903	0.2283	0:00:00.711659	4000
19	10	0.5603	0.1518	0:00:00.176942	1000
19	19	0.5452	0.1134	0:00:00.177043	1000
0	0	0.7192	0.5805	0:00:00.176760	1000
0	0	0.8145	0.8947	0:00:00.177117	1000
0	0	0.5104	0.02613	0:00:00.355257	2000
0	0	0.5258	0.06464	0:00:00.532409	3000
0	0	0.8678	1.116	0:00:00.177058	1000
6	7	0.5184	0.04604	0:00:00.532378	3000
6	0	0.5396	0.09942	0:00:00.177555	1000
6	0	0.5303	0.07603	0:00:00.177253	1000
6	0	0.615	0.2924	0:00:00.177378	1000
6	0	0.6135	0.2885	0:00:00.176658	1000
7	15	0.5127	0.03185	0:00:11.188063	63000
7	16	0.508	0.02003	0:00:00.176546	1000
7	-1.0	0.0	-1.0	0:00:07.840708	100000
7	7	0.6923	0.5025	0:00:00.134773	2000
7	0	0.5152	0.03818	0:00:00.076041	1000
15	6	0.5026	0.006605	0:00:01.957508	11000
15	15	0.6253	0.3195	0:00:00.177203	1000
15	15	0.7538	0.6866	0:00:00.177522	1000
15	15	0.6971	0.5162	0:00:00.178029	1000
15	15	0.6723	0.4462	0:00:00.177175	1000
16	0	0.5321	0.08049	0:00:00.177956	1000
16	15	0.5787	0.1986	0:00:00.178225	1000
16	16	0.6277	0.3257	0:00:00.177900	1000
16	16	0.5084	0.021	0:00:00.177832	1000
16	15	0.568	0.1714	0:00:00.177084	1000
0	0	0.5595	0.1496	0:00:00.174927	1000
0	0	0.6155	0.2937	0:00:00.176933	1000
0	0	0.5841	0.2123	0:00:00.177432	1000
0	16	0.6349	0.3448	0:00:00.177988	1000
0	0	0.5201	0.05037	0:00:00.176101	1000
1	16	0.5768	0.1937	0:00:00.532756	3000
1	1	0.5109	0.0272	0:00:00.354895	2000
1	1	0.5946	0.2395	0:00:00.177813	1000
1	16	0.5596	0.15	0:00:00.177736	1000
1	1	0.626	0.3213	0:00:00.178052	1000
3	1	0.5684	0.1723	0:00:00.177488	1000
3	3	0.6042	0.2642	0:00:00.176919	1000
3	3	0.5227	0.05697	0:00:00.180528	1000
3	1	0.5112	0.02797	0:00:00.176834	1000
3	3	0.6352	0.3457	0:00:00.176306	1000
4	4	0.5474	0.1192	0:00:00.177802	1000
4	3	0.7227	0.5908	0:00:00.177434	1000
4	0	0.528	0.07018	0:00:00.177139	1000
4	16	0.5095	0.02388	0:00:01.243606	7000
4	3	0.7115	0.5578	0:00:00.177753	1000
16	16	0.6069	0.2713	0:00:00.176876	1000
16	16	0.587	0.2198	0:00:04.947254	28000
16	0	0.501	0.002616	0:00:02.843108	16000
16	16	0.6744	0.4521	0:00:00.177372	1000
16	4	0.6347	0.3444	0:00:00.177524	1000
