label	predict	gamma LCB	radius	time	N samples
45	34	0.5239	0.05994	0:00:00.276140	1000
0	19	0.5194	0.04873	0:00:09.177247	36000
0	0	0.661	0.4152	0:00:00.552547	2000
0	19	0.7586	0.7018	0:00:00.276065	1000
0	0	0.6036	0.2626	0:00:01.022101	4000
0	24	0.7668	0.7284	0:00:00.275780	1000
5	5	0.5658	0.1658	0:00:00.255317	1000
5	5	0.651	0.3879	0:00:00.235356	1000
5	5	0.5966	0.2446	0:00:00.277106	1000
5	5	0.7487	0.6704	0:00:00.276587	1000
5	24	0.6145	0.291	0:00:00.275457	1000
19	5	0.5312	0.07825	0:00:00.275517	1000
19	19	0.8984	1.272	0:00:00.275874	1000
19	19	0.9966	2.707	0:00:00.275059	1000
19	19	0.8249	0.9343	0:00:05.417325	20000
19	24	0.8499	1.036	0:00:00.276399	1000
24	29	0.5535	0.1346	0:00:00.275457	1000
24	29	0.7526	0.6826	0:00:00.275544	1000
24	-1.0	0.0	-1.0	0:00:27.151988	100000
24	19	0.99	2.326	0:00:00.552259	2000
24	-1.0	0.0	-1.0	0:00:27.460248	100000
29	29	0.6263	0.322	0:00:00.253371	1000
29	29	0.8293	0.9513	0:00:00.252301	1000
29	29	0.5891	0.2252	0:00:00.255877	1000
29	29	0.7602	0.707	0:00:00.275956	1000
29	29	0.7224	0.5901	0:00:00.275586	1000
2	41	0.65	0.3852	0:00:00.276041	1000
2	41	0.5847	0.214	0:00:00.275319	1000
2	2	0.5459	0.1152	0:00:00.254900	1000
2	2	0.6931	0.5047	0:00:00.276428	1000
2	41	0.9154	1.375	0:00:00.275356	1000
15	15	0.7224	0.5901	0:00:00.275353	1000
15	15	0.6635	0.422	0:00:00.275044	1000
15	15	0.7168	0.5734	0:00:00.275106	1000
15	15	0.7113	0.5571	0:00:00.276089	1000
15	15	0.6409	0.3608	0:00:00.276483	1000
17	17	0.6819	0.473	0:00:00.275645	1000
17	17	0.739	0.6402	0:00:00.276336	1000
17	17	0.7775	0.7638	0:00:00.275386	1000
17	17	0.7439	0.6554	0:00:00.276547	1000
17	17	0.7717	0.7446	0:00:00.274296	1000
41	41	0.8348	0.9735	0:00:00.271823	1000
41	15	0.6341	0.3427	0:00:00.271611	1000
41	2	0.5043	0.01073	0:00:06.065222	22000
41	41	0.5017	0.004219	0:00:13.472233	49000
41	41	0.611	0.2818	0:00:00.275509	1000
48	41	0.7412	0.6471	0:00:00.275697	1000
48	41	0.8122	0.8862	0:00:00.552070	2000
48	17	0.5316	0.07926	0:00:01.104783	4000
48	48	0.6882	0.4907	0:00:00.276303	1000
48	17	0.5737	0.1857	0:00:00.275834	1000
3	16	0.99	2.326	0:00:00.275807	1000
3	16	0.7676	0.7309	0:00:01.659848	6000
3	42	0.9481	1.627	0:00:00.275089	1000
3	-1.0	0.0	-1.0	0:00:27.441118	100000
3	40	0.7963	0.8286	0:00:00.275791	1000
16	40	0.5051	0.0129	0:00:16.246943	59000
16	3	0.895	1.254	0:00:00.800932	3000
16	-1.0	0.0	-1.0	0:00:27.528263	100000
16	39	0.5544	0.1368	0:00:00.276765	1000
16	40	0.5324	0.08123	0:00:00.829361	3000
39	39	0.5467	0.1174	0:00:00.276673	1000
39	39	0.6669	0.4315	0:00:00.275678	1000
39	42	0.5014	0.003632	0:00:02.762037	10000
39	39	0.6469	0.3769	0:00:00.275171	1000
39	42	0.99	2.326	0:00:00.275676	1000
40	39	0.6873	0.4883	0:00:00.275944	1000
40	16	0.99	2.326	0:00:00.276260	1000
40	16	0.99	2.326	0:00:00.276582	1000
40	16	0.99	2.326	0:00:00.274865	1000
40	16	0.99	2.326	0:00:00.276811	1000
42	-1.0	0.0	-1.0	0:00:27.510747	100000
42	42	0.6946	0.5089	0:00:00.276710	1000
42	39	0.5102	0.02549	0:00:00.276194	1000
42	40	0.5176	0.04408	0:00:06.328482	23000
42	39	0.588	0.2223	0:00:00.276334	1000
10	21	0.589	0.2249	0:00:00.274490	1000
10	10	0.5364	0.09134	0:00:02.213450	8000
10	10	0.6042	0.2643	0:00:00.826776	3000
10	10	0.5603	0.1518	0:00:00.275675	1000
10	14	0.7686	0.7343	0:00:00.275825	1000
14	21	0.6316	0.3362	0:00:00.276584	1000
14	10	0.5738	0.1861	0:00:00.828139	3000
14	10	0.7097	0.5524	0:00:00.276936	1000
14	21	0.6574	0.4053	0:00:00.276031	1000
14	10	0.6696	0.4387	0:00:00.276352	1000
18	18	0.8164	0.9018	0:00:00.829500	3000
18	18	0.7151	0.5685	0:00:00.254157	1000
18	-1.0	0.0	-1.0	0:00:26.361393	100000
18	18	0.8409	0.998	0:00:00.553106	2000
18	18	0.8038	0.8554	0:00:00.274576	1000
21	14	0.99	2.326	0:00:00.275073	1000
21	21	0.8661	1.108	0:00:00.275931	1000
21	21	0.5947	0.2396	0:00:00.275895	1000
21	21	0.8841	1.196	0:00:00.276030	1000
21	21	0.6147	0.2915	0:00:00.275365	1000
44	44	0.8461	1.02	0:00:00.276173	1000
44	44	0.5294	0.07366	0:00:00.828331	3000
44	10	0.6117	0.2837	0:00:00.275958	1000
44	21	0.5929	0.2349	0:00:00.275353	1000
44	10	0.5962	0.2434	0:00:02.763563	10000
27	27	0.6456	0.3734	0:00:00.275807	1000
27	27	0.6862	0.4851	0:00:00.276485	1000
27	27	0.5725	0.1828	0:00:00.276444	1000
27	27	0.5055	0.01375	0:00:00.552544	2000
27	27	0.6179	0.3	0:00:00.275195	1000
30	27	0.5616	0.155	0:00:00.276459	1000
30	27	0.5133	0.03329	0:00:00.276116	1000
30	30	0.6722	0.4461	0:00:00.275821	1000
30	30	0.5447	0.1123	0:00:00.552185	2000
30	33	0.8364	0.9799	0:00:00.275007	1000
33	33	0.781	0.7755	0:00:00.276383	1000
33	33	0.7948	0.8231	0:00:00.275469	1000
33	33	0.6755	0.4552	0:00:00.275208	1000
33	33	0.6129	0.2868	0:00:00.254529	1000
33	33	0.716	0.571	0:00:00.255240	1000
34	33	0.5092	0.023	0:00:00.275643	1000
34	34	0.661	0.4153	0:00:00.256234	1000
34	34	0.7668	0.7285	0:00:20.924837	76000
34	34	0.7511	0.678	0:00:00.275403	1000
34	34	0.7827	0.7813	0:00:00.276892	1000
38	27	0.5538	0.1354	0:00:00.276551	1000
38	30	0.6729	0.448	0:00:00.276557	1000
38	38	0.5117	0.02945	0:00:00.276220	1000
38	33	0.9389	1.545	0:00:00.276386	1000
38	34	0.553	0.1333	0:00:00.254935	1000
6	6	0.6837	0.4782	0:00:00.275502	1000
6	6	0.6086	0.2758	0:00:00.276024	1000
6	7	0.5225	0.05637	0:00:00.276742	1000
6	6	0.5785	0.198	0:00:00.276114	1000
6	45	0.5091	0.0229	0:00:00.828927	3000
7	7	0.5406	0.1019	0:00:00.275865	1000
7	7	0.5471	0.1184	0:00:00.275378	1000
7	7	0.6364	0.3489	0:00:00.276425	1000
7	7	0.7226	0.5906	0:00:00.276059	1000
7	7	0.783	0.7824	0:00:00.276051	1000
36	36	0.6966	0.5145	0:00:00.275380	1000
36	36	0.9197	1.403	0:00:00.275939	1000
36	39	0.5921	0.2331	0:00:00.276243	1000
36	36	0.99	2.326	0:00:00.275214	1000
36	36	0.8338	0.9693	0:00:00.276333	1000
39	39	0.99	2.326	0:00:00.276542	1000
39	36	0.7452	0.6594	0:00:00.276437	1000
39	39	0.7204	0.5841	0:00:00.276047	1000
39	39	0.875	1.15	0:00:00.255320	1000
39	36	0.6712	0.4432	0:00:00.235281	1000
45	7	0.8068	0.866	0:00:00.250544	1000
45	45	0.535	0.08797	0:00:00.276211	1000
45	7	0.6444	0.3704	0:00:00.275450	1000
45	6	0.8588	1.075	0:00:00.276452	1000
45	7	0.7736	0.7508	0:00:00.274874	1000
17	17	0.6256	0.3201	0:00:00.274727	1000
17	-1.0	0.0	-1.0	0:00:27.078688	100000
17	29	0.6324	0.3382	0:00:00.272059	1000
17	17	0.7617	0.7116	0:00:00.269553	1000
17	17	0.6046	0.2652	0:00:00.271849	1000
28	28	0.7149	0.5676	0:00:00.271689	1000
28	17	0.651	0.388	0:00:00.269462	1000
28	28	0.5091	0.02271	0:00:00.936069	4000
28	31	0.6543	0.3969	0:00:00.255341	1000
28	30	0.6169	0.2974	0:00:00.271023	1000
29	29	0.5738	0.186	0:00:00.269358	1000
29	29	0.7317	0.6178	0:00:00.277390	1000
29	31	0.7006	0.5263	0:00:00.269528	1000
29	29	0.7142	0.5658	0:00:00.269254	1000
29	28	0.504	0.01001	0:00:00.801538	3000
30	30	0.5509	0.1279	0:00:00.253199	1000
30	30	0.5266	0.06676	0:00:00.255017	1000
30	30	0.8565	1.065	0:00:00.275496	1000
30	30	0.6988	0.521	0:00:00.275665	1000
30	28	0.5779	0.1964	0:00:00.276113	1000
31	30	0.5694	0.1749	0:00:00.276183	1000
31	29	0.6119	0.2842	0:00:00.276189	1000
31	28	0.5947	0.2397	0:00:00.275595	1000
31	29	0.5281	0.07052	0:00:00.275509	1000
31	30	0.5658	0.1657	0:00:00.276543	1000
17	17	0.5733	0.1848	0:00:00.275650	1000
17	17	0.6256	0.3202	0:00:00.276092	1000
17	24	0.99	2.326	0:00:01.104441	4000
17	17	0.7445	0.6573	0:00:00.276512	1000
17	17	0.7581	0.7001	0:00:00.276544	1000
24	42	0.99	2.326	0:00:00.275275	1000
24	47	0.99	2.326	0:00:00.277020	1000
24	17	0.5752	0.1896	0:00:00.276514	1000
24	-1.0	0.0	-1.0	0:00:27.368319	100000
24	28	0.99	2.326	0:00:00.276833	1000
28	28	0.5361	0.09054	0:00:04.671380	17000
28	17	0.5058	0.01444	0:00:00.276142	1000
28	28	0.99	2.326	0:00:00.276199	1000
28	24	0.99	2.326	0:00:00.276199	1000
28	-1.0	0.0	-1.0	0:00:27.202354	100000
42	42	0.5112	0.02817	0:00:01.806190	7000
42	42	0.99	2.326	0:00:00.255766	1000
42	47	0.8684	1.119	0:00:00.513131	2000
42	47	0.99	2.326	0:00:00.275564	1000
42	47	0.6235	0.3148	0:00:02.184932	8000
47	17	0.5847	0.214	0:00:00.271021	1000
47	42	0.507	0.01763	0:00:03.460668	13000
47	42	0.99	2.326	0:00:00.276350	1000
47	47	0.99	2.326	0:00:00.275974	1000
47	24	0.99	2.326	0:00:00.767441	3000
0	0	0.5406	0.1021	0:00:00.255233	1000
0	0	0.6862	0.4852	0:00:00.272149	1000
0	49	0.5093	0.0234	0:00:00.271923	1000
0	0	0.5759	0.1914	0:00:00.255424	1000
0	21	0.7443	0.6567	0:00:00.255340	1000
8	8	0.7021	0.5303	0:00:00.255578	1000
8	0	0.6132	0.2878	0:00:00.276764	1000
8	8	0.6849	0.4815	0:00:00.275904	1000
8	31	0.6075	0.2728	0:00:00.276844	1000
8	8	0.571	0.179	0:00:00.276338	1000
21	21	0.5837	0.2113	0:00:09.342291	35000
21	21	0.6478	0.3793	0:00:00.276085	1000
21	21	0.7679	0.7319	0:00:00.255685	1000
21	31	0.5047	0.01174	0:00:00.551949	2000
21	21	0.6396	0.3573	0:00:00.276099	1000
31	31	0.5081	0.02037	0:00:01.104795	4000
31	8	0.6896	0.4948	0:00:00.275545	1000
31	21	0.5953	0.2412	0:00:00.275818	1000
31	8	0.7119	0.5588	0:00:00.275835	1000
31	31	0.5648	0.1631	0:00:00.275886	1000
49	0	0.5484	0.1216	0:00:00.274989	1000
49	8	0.5112	0.02801	0:00:00.276079	1000
49	49	0.6911	0.4989	0:00:00.509843	2000
49	49	0.6326	0.3388	0:00:00.275234	1000
49	49	0.6754	0.4549	0:00:00.276560	1000
21	24	0.7373	0.6352	0:00:00.275715	1000
21	21	0.5501	0.1258	0:00:00.276474	1000
21	39	0.5239	0.06003	0:00:01.382258	5000
21	35	0.5255	0.06401	0:00:00.276143	1000
21	39	0.5891	0.2252	0:00:00.275645	1000
24	35	0.6693	0.4381	0:00:00.276392	1000
24	35	0.5477	0.12	0:00:00.552525	2000
24	24	0.7285	0.6082	0:00:00.275898	1000
24	24	0.6773	0.4601	0:00:00.276533	1000
24	24	0.6544	0.3974	0:00:00.276421	1000
35	35	0.99	2.326	0:00:00.276249	1000
35	21	0.8001	0.8419	0:00:00.276261	1000
35	24	0.6083	0.2748	0:00:00.275828	1000
35	24	0.7062	0.5424	0:00:00.275098	1000
35	24	0.5905	0.2289	0:00:00.276049	1000
39	39	0.8893	1.223	0:00:00.276672	1000
39	24	0.6358	0.3473	0:00:00.276183	1000
39	35	0.6503	0.3861	0:00:00.275153	1000
39	39	0.5618	0.1555	0:00:00.275370	1000
39	35	0.6295	0.3305	0:00:00.275661	1000
48	48	0.7039	0.5357	0:00:00.275911	1000
48	48	0.5224	0.05617	0:00:00.276093	1000
48	24	0.7691	0.7357	0:00:00.274909	1000
48	24	0.777	0.7622	0:00:00.276836	1000
48	48	0.9374	1.533	0:00:00.276419	1000
0	16	0.5219	0.05496	0:00:00.829970	3000
0	0	0.6488	0.3821	0:00:00.276255	1000
0	0	0.519	0.04774	0:00:00.277061	1000
0	41	0.5015	0.003881	0:00:09.624181	35000
0	0	0.5545	0.1372	0:00:00.275713	1000
9	41	0.5591	0.1486	0:00:00.276722	1000
9	9	0.6715	0.4441	0:00:00.276029	1000
9	9	0.5877	0.2217	0:00:00.275966	1000
9	9	0.755	0.6902	0:00:00.275579	1000
9	9	0.5982	0.2487	0:00:00.275615	1000
16	16	0.699	0.5216	0:00:00.276682	1000
16	41	0.5506	0.1272	0:00:00.276705	1000
16	16	0.9334	1.501	0:00:00.276415	1000
16	33	0.5552	0.1387	0:00:00.256011	1000
16	0	0.552	0.1308	0:00:00.276323	1000
33	33	0.6957	0.5121	0:00:00.276199	1000
33	33	0.8915	1.234	0:00:00.275297	1000
33	33	0.5627	0.1578	0:00:00.276450	1000
33	41	0.5414	0.1039	0:00:00.274807	1000
33	33	0.8456	1.018	0:00:00.277155	1000
41	41	0.6273	0.3247	0:00:00.275871	1000
41	41	0.6718	0.4449	0:00:00.552924	2000
41	41	0.8114	0.883	0:00:00.276576	1000
41	41	0.5702	0.177	0:00:00.553335	2000
41	41	0.7855	0.791	0:00:00.276237	1000
6	46	0.5526	0.1323	0:00:00.275336	1000
6	6	0.5355	0.08917	0:00:17.083056	62000
6	11	0.5376	0.09444	0:00:00.275504	1000
6	11	0.5405	0.1017	0:00:00.275986	1000
6	6	0.5686	0.1729	0:00:00.276186	1000
11	11	0.8601	1.081	0:00:00.179304	1000
11	11	0.6573	0.405	0:00:00.275029	1000
11	11	0.8733	1.142	0:00:00.275212	1000
11	11	0.5607	0.1526	0:00:00.274826	1000
11	14	0.541	0.103	0:00:01.381461	5000
14	14	0.8679	1.116	0:00:00.275482	1000
14	14	0.938	1.538	0:00:00.275083	1000
14	14	0.99	2.326	0:00:00.275823	1000
14	-1.0	0.0	-1.0	0:00:27.490693	100000
14	14	0.5855	0.2159	0:00:00.276387	1000
33	14	0.983	2.121	0:00:00.275734	1000
33	33	0.8114	0.8829	0:00:00.275149	1000
33	11	0.5404	0.1015	0:00:00.275770	1000
33	33	0.757	0.6965	0:00:00.274934	1000
33	33	0.5644	0.162	0:00:01.381559	5000
46	46	0.6858	0.4841	0:00:00.275670	1000
46	6	0.5396	0.09938	0:00:00.274392	1000
46	46	0.5304	0.07615	0:00:00.274716	1000
46	11	0.5428	0.1074	0:00:00.552264	2000
46	11	0.5055	0.01384	0:00:07.157698	26000
