label	predict	gamma LCB	radius	time	N samples
32	0	0.5225	0.05647	0:00:00.275351	1000
32	0	0.5181	0.04534	0:00:00.276044	1000
32	32	0.6561	0.4017	0:00:00.275832	1000
37	37	0.5865	0.2186	0:00:00.276401	1000
37	19	0.971	1.895	0:00:00.275773	1000
37	19	0.5268	0.06724	0:00:00.551259	2000
37	-1.0	0.0	-1.0	0:00:26.566670	100000
37	7	0.6393	0.3565	0:00:00.255416	1000
32	32	0.8702	1.127	0:00:00.255717	1000
32	32	0.6007	0.2551	0:00:00.276302	1000
32	36	0.5883	0.2233	0:00:00.552390	2000
32	43	0.5147	0.03677	0:00:00.255317	1000
32	32	0.5047	0.01169	0:00:01.932319	7000
33	33	0.5197	0.0493	0:00:00.828537	3000
33	33	0.6738	0.4505	0:00:00.255994	1000
33	33	0.6908	0.4982	0:00:00.255683	1000
33	49	0.6767	0.4585	0:00:00.275649	1000
33	49	0.6426	0.3655	0:00:00.552538	2000
36	36	0.6427	0.3657	0:00:00.256020	1000
36	36	0.6309	0.3343	0:00:00.275975	1000
36	36	0.716	0.5711	0:00:00.276914	1000
36	36	0.5048	0.01208	0:00:00.552944	2000
36	36	0.7461	0.6623	0:00:00.275523	1000
43	32	0.5165	0.04127	0:00:00.274654	1000
43	43	0.5982	0.2487	0:00:00.275459	1000
43	43	0.6984	0.5198	0:00:00.254798	1000
43	43	0.7039	0.5355	0:00:00.275409	1000
43	43	0.6931	0.5046	0:00:00.276599	1000
49	33	0.7985	0.8362	0:00:00.275627	1000
49	33	0.7748	0.7547	0:00:00.276442	1000
49	33	0.99	2.326	0:00:00.275855	1000
49	33	0.9364	1.525	0:00:00.275774	1000
49	33	0.99	2.326	0:00:00.276676	1000
6	22	0.6563	0.4024	0:00:00.274474	1000
6	6	0.5928	0.2348	0:00:00.274955	1000
6	16	0.6377	0.3524	0:00:00.276010	1000
6	16	0.7218	0.5883	0:00:00.255225	1000
6	22	0.7207	0.5849	0:00:06.849582	25000
13	13	0.769	0.7355	0:00:00.253248	1000
13	13	0.5356	0.08931	0:00:00.252417	1000
13	18	0.5937	0.237	0:00:00.252663	1000
13	13	0.8103	0.8791	0:00:00.255249	1000
13	13	0.7854	0.7907	0:00:00.275115	1000
16	22	0.5679	0.171	0:00:00.276644	1000
16	18	0.6353	0.346	0:00:00.276101	1000
16	16	0.7697	0.7379	0:00:00.275944	1000
16	22	0.5032	0.007954	0:00:01.379509	5000
16	16	0.7307	0.615	0:00:00.277196	1000
18	18	0.5669	0.1685	0:00:00.255172	1000
18	18	0.6303	0.3328	0:00:02.180945	8000
18	18	0.5358	0.08997	0:00:00.275521	1000
18	13	0.6077	0.2733	0:00:00.276084	1000
18	18	0.704	0.536	0:00:00.276123	1000
22	22	0.6782	0.4628	0:00:00.276099	1000
22	22	0.7175	0.5753	0:00:00.274821	1000
22	22	0.9999	3.789	0:00:00.276521	1000
22	22	0.9397	1.552	0:00:00.275351	1000
22	22	0.6261	0.3215	0:00:00.274713	1000
9	9	0.5814	0.2055	0:00:00.254128	1000
9	34	0.5251	0.06289	0:00:00.551023	2000
9	9	0.7869	0.7955	0:00:00.276639	1000
9	36	0.5502	0.1261	0:00:00.275499	1000
9	39	0.5067	0.01688	0:00:00.469280	2000
34	9	0.5592	0.1491	0:00:00.255223	1000
34	34	0.9526	1.671	0:00:01.105012	4000
34	34	0.5272	0.06835	0:00:00.552881	2000
34	34	0.6826	0.4751	0:00:00.275311	1000
34	34	0.5349	0.0877	0:00:00.275170	1000
35	36	0.5075	0.01877	0:00:00.275892	1000
35	34	0.627	0.3239	0:00:00.275661	1000
35	36	0.5174	0.04356	0:00:00.275465	1000
35	39	0.5515	0.1294	0:00:00.826744	3000
35	39	0.66	0.4125	0:00:08.786474	32000
36	36	0.8335	0.9681	0:00:00.275115	1000
36	36	0.99	2.326	0:00:00.254784	1000
36	36	0.8119	0.8848	0:00:00.255672	1000
36	35	0.5664	0.1671	0:00:00.276293	1000
36	9	0.8692	1.123	0:00:00.276180	1000
39	35	0.6141	0.2901	0:00:00.276503	1000
39	36	0.8025	0.8505	0:00:00.276275	1000
39	34	0.6009	0.2556	0:00:00.254810	1000
39	36	0.5077	0.01937	0:00:03.317143	12000
39	39	0.507	0.01756	0:00:01.106567	4000
0	0	0.99	2.326	0:00:00.275409	1000
0	0	0.99	2.326	0:00:00.275768	1000
0	0	0.7214	0.587	0:00:00.275800	1000
0	0	0.5771	0.1944	0:00:02.763803	10000
0	0	0.6609	0.4149	0:00:00.275670	1000
12	12	0.5168	0.04216	0:00:00.276544	1000
12	37	0.5058	0.01459	0:00:00.549542	2000
12	12	0.99	2.326	0:00:00.275558	1000
12	12	0.906	1.317	0:00:00.275832	1000
12	12	0.5246	0.0616	0:00:00.827281	3000
15	15	0.6491	0.3828	0:00:00.275699	1000
15	15	0.5408	0.1024	0:00:00.234559	1000
15	15	0.6129	0.2869	0:00:00.255334	1000
15	15	0.7194	0.5812	0:00:00.255191	1000
15	15	0.7372	0.6346	0:00:00.275172	1000
25	12	0.5138	0.03466	0:00:02.208587	8000
25	12	0.69	0.4959	0:00:00.276808	1000
25	25	0.5386	0.09703	0:00:00.550412	2000
25	25	0.5466	0.1171	0:00:00.255976	1000
25	0	0.5897	0.2268	0:00:00.256044	1000
37	37	0.6876	0.4891	0:00:00.276249	1000
37	0	0.99	2.326	0:00:00.276250	1000
37	37	0.567	0.1688	0:00:00.275683	1000
37	37	0.5262	0.06565	0:00:00.276743	1000
37	37	0.6011	0.2562	0:00:00.275828	1000
0	0	0.6613	0.416	0:00:00.276087	1000
0	0	0.5959	0.2427	0:00:00.254583	1000
0	0	0.6634	0.4217	0:00:00.255406	1000
0	11	0.5004	0.0009058	0:00:18.454187	67000
0	0	0.7526	0.6826	0:00:02.760111	10000
6	0	0.7297	0.6118	0:00:02.985540	11000
6	37	0.6448	0.3713	0:00:00.253927	1000
6	0	0.6003	0.2542	0:00:00.253238	1000
6	6	0.5911	0.2304	0:00:00.234357	1000
6	43	0.5223	0.05581	0:00:00.269144	1000
11	37	0.553	0.1331	0:00:01.629437	6000
11	0	0.7226	0.5906	0:00:00.274897	1000
11	0	0.5522	0.1312	0:00:00.276266	1000
11	0	0.7572	0.6972	0:00:00.276311	1000
11	0	0.5027	0.006771	0:00:01.659113	6000
37	37	0.7045	0.5374	0:00:00.276314	1000
37	37	0.839	0.9902	0:00:00.275603	1000
37	0	0.579	0.1994	0:00:00.275764	1000
37	43	0.8174	0.9054	0:00:00.276440	1000
37	6	0.6437	0.3683	0:00:00.276572	1000
43	43	0.8645	1.101	0:00:00.276453	1000
43	43	0.7189	0.5795	0:00:00.275138	1000
43	11	0.595	0.2403	0:00:00.276095	1000
43	43	0.9242	1.434	0:00:00.276353	1000
43	43	0.6952	0.5105	0:00:00.276142	1000
25	25	0.7366	0.6329	0:00:00.274765	1000
25	25	0.8251	0.9348	0:00:00.275736	1000
25	25	0.5125	0.03126	0:00:00.275693	1000
25	25	0.5998	0.2528	0:00:00.275353	1000
25	45	0.5969	0.2452	0:00:00.275798	1000
29	29	0.5595	0.1498	0:00:00.275851	1000
29	29	0.6694	0.4384	0:00:00.275255	1000
29	29	0.6896	0.4948	0:00:00.275627	1000
29	29	0.5531	0.1336	0:00:00.276500	1000
29	29	0.5949	0.2403	0:00:00.276253	1000
31	34	0.5227	0.05685	0:00:00.275495	1000
31	29	0.5269	0.06753	0:00:00.275847	1000
31	29	0.5064	0.01602	0:00:00.768199	3000
31	34	0.6584	0.4081	0:00:00.250692	1000
31	34	0.5936	0.2367	0:00:00.249733	1000
34	25	0.5436	0.1094	0:00:00.271123	1000
34	34	0.7431	0.6529	0:00:00.270992	1000
34	34	0.705	0.539	0:00:00.276745	1000
34	-1.0	0.0	-1.0	0:00:26.160945	100000
34	34	0.8768	1.159	0:00:00.255610	1000
45	25	0.8576	1.07	0:00:00.275884	1000
45	34	0.6422	0.3645	0:00:00.275826	1000
45	25	0.5572	0.1438	0:00:00.254460	1000
45	45	0.5131	0.03273	0:00:00.551193	2000
45	34	0.524	0.06024	0:00:00.276601	1000
0	19	0.5218	0.0548	0:00:06.881298	25000
0	0	0.6645	0.4248	0:00:00.275595	1000
0	19	0.7602	0.7071	0:00:00.275488	1000
0	0	0.607	0.2716	0:00:00.827666	3000
0	24	0.7685	0.7338	0:00:00.275995	1000
5	5	0.5662	0.1668	0:00:00.274767	1000
5	5	0.6514	0.389	0:00:00.276200	1000
5	5	0.5968	0.245	0:00:00.275587	1000
5	5	0.7491	0.6716	0:00:00.275440	1000
5	24	0.6161	0.2953	0:00:00.275525	1000
19	5	0.5313	0.07856	0:00:00.276459	1000
19	19	0.9008	1.286	0:00:00.275192	1000
19	19	0.9991	3.108	0:00:00.275173	1000
19	19	0.8274	0.9439	0:00:03.866715	14000
19	24	0.8534	1.051	0:00:00.275322	1000
24	29	0.5538	0.1351	0:00:00.276285	1000
24	29	0.753	0.6839	0:00:00.275190	1000
24	-1.0	0.0	-1.0	0:00:27.164692	100000
24	19	0.99	2.326	0:00:00.553303	2000
24	-1.0	0.0	-1.0	0:00:27.493518	100000
29	29	0.6267	0.3231	0:00:00.277004	1000
29	29	0.8297	0.9529	0:00:00.275354	1000
29	29	0.5895	0.2263	0:00:00.276288	1000
29	29	0.7606	0.7083	0:00:00.276067	1000
29	29	0.7228	0.5912	0:00:00.275537	1000
2	41	0.6505	0.3868	0:00:00.275850	1000
2	41	0.5853	0.2155	0:00:00.275186	1000
2	2	0.5463	0.1164	0:00:00.276471	1000
2	2	0.6937	0.5064	0:00:00.274787	1000
2	41	0.916	1.379	0:00:00.275249	1000
15	15	0.7229	0.5914	0:00:00.275923	1000
15	15	0.6639	0.4231	0:00:00.276164	1000
15	15	0.7172	0.5745	0:00:00.254780	1000
15	15	0.7117	0.5583	0:00:00.274908	1000
15	15	0.6413	0.3619	0:00:00.276281	1000
17	17	0.682	0.4732	0:00:00.275783	1000
17	17	0.7391	0.6406	0:00:00.274944	1000
17	17	0.7776	0.7642	0:00:00.276720	1000
17	17	0.744	0.6557	0:00:00.275746	1000
17	17	0.7719	0.745	0:00:00.276446	1000
41	41	0.8354	0.9758	0:00:00.276228	1000
41	15	0.6345	0.3438	0:00:00.276343	1000
41	2	0.5049	0.01217	0:00:04.346098	16000
41	41	0.5023	0.005663	0:00:09.621476	35000
41	41	0.6116	0.2834	0:00:00.252432	1000
48	41	0.7418	0.6489	0:00:00.252227	1000
48	41	0.8128	0.8884	0:00:00.529869	2000
48	17	0.5317	0.07946	0:00:00.822443	3000
48	48	0.6886	0.4918	0:00:00.275287	1000
48	17	0.5738	0.186	0:00:00.275903	1000
3	16	0.99	2.326	0:00:00.268884	1000
3	16	0.7805	0.7738	0:00:01.076665	4000
3	42	0.9506	1.651	0:00:00.276834	1000
3	-1.0	0.0	-1.0	0:00:27.247178	100000
3	40	0.7988	0.8373	0:00:00.255044	1000
16	40	0.5076	0.01914	0:00:11.271480	41000
16	3	0.9078	1.328	0:00:00.829268	3000
16	-1.0	0.0	-1.0	0:00:27.313365	100000
16	39	0.5545	0.1371	0:00:00.272055	1000
16	40	0.533	0.08279	0:00:00.546864	2000
39	39	0.5468	0.1176	0:00:00.273331	1000
39	39	0.667	0.4317	0:00:00.276161	1000
39	42	0.5016	0.003894	0:00:01.886389	7000
39	39	0.647	0.3772	0:00:00.275917	1000
39	42	0.99	2.326	0:00:00.276817	1000
40	39	0.6874	0.4886	0:00:00.253826	1000
40	16	0.99	2.326	0:00:00.223942	1000
40	16	0.99	2.326	0:00:00.274998	1000
40	16	0.99	2.326	0:00:00.276364	1000
40	16	0.99	2.326	0:00:00.276382	1000
42	-1.0	0.0	-1.0	0:00:27.284798	100000
42	42	0.697	0.5159	0:00:00.275736	1000
42	39	0.5103	0.02581	0:00:00.274598	1000
42	40	0.52	0.05026	0:00:04.420169	16000
42	39	0.5881	0.2225	0:00:00.275830	1000
10	21	0.5893	0.2258	0:00:00.275542	1000
10	10	0.5386	0.09701	0:00:01.532581	6000
10	10	0.6052	0.2668	0:00:00.511501	2000
10	10	0.5613	0.1541	0:00:00.276296	1000
10	14	0.7708	0.7415	0:00:00.276461	1000
14	21	0.6318	0.3366	0:00:00.275906	1000
14	10	0.5761	0.192	0:00:00.551108	2000
14	10	0.7119	0.559	0:00:00.275750	1000
14	21	0.6577	0.4062	0:00:00.275869	1000
14	10	0.6718	0.445	0:00:00.274918	1000
18	18	0.8166	0.9024	0:00:00.550985	2000
18	18	0.7153	0.5689	0:00:00.276446	1000
18	-1.0	0.0	-1.0	0:00:27.507502	100000
18	18	0.841	0.9986	0:00:00.275291	1000
18	18	0.804	0.8559	0:00:00.275271	1000
21	14	0.99	2.326	0:00:00.275481	1000
21	21	0.8665	1.11	0:00:00.275614	1000
21	21	0.5948	0.24	0:00:00.275649	1000
21	21	0.8844	1.197	0:00:00.275838	1000
21	21	0.615	0.2924	0:00:00.276339	1000
44	44	0.847	1.024	0:00:00.275056	1000
44	44	0.5303	0.07593	0:00:00.551522	2000
44	10	0.6126	0.2862	0:00:00.276083	1000
44	21	0.5932	0.2358	0:00:00.276186	1000
44	10	0.5971	0.2458	0:00:01.932920	7000
27	27	0.6459	0.3743	0:00:00.274620	1000
27	27	0.6866	0.4861	0:00:00.255269	1000
27	27	0.5726	0.1831	0:00:00.255186	1000
27	27	0.5056	0.01406	0:00:00.552185	2000
27	27	0.6181	0.3005	0:00:00.276423	1000
30	27	0.5619	0.1559	0:00:00.276183	1000
30	27	0.5134	0.0335	0:00:00.276068	1000
30	30	0.6731	0.4485	0:00:00.275973	1000
30	30	0.5456	0.1144	0:00:00.276687	1000
30	33	0.8373	0.9834	0:00:00.275858	1000
33	33	0.7818	0.7784	0:00:00.275537	1000
33	33	0.7956	0.8261	0:00:00.274884	1000
33	33	0.6763	0.4574	0:00:00.275636	1000
33	33	0.6137	0.289	0:00:00.255752	1000
33	33	0.7169	0.5735	0:00:00.275850	1000
34	33	0.5093	0.02322	0:00:00.275119	1000
34	34	0.6612	0.4159	0:00:00.274725	1000
34	34	0.767	0.7292	0:00:14.581028	53000
34	34	0.7513	0.6786	0:00:00.271159	1000
34	34	0.7829	0.7819	0:00:00.269574	1000
38	27	0.5542	0.1362	0:00:00.238364	1000
38	30	0.6737	0.4503	0:00:00.275869	1000
38	38	0.5119	0.02994	0:00:00.275640	1000
38	33	0.9397	1.552	0:00:00.275444	1000
38	34	0.5532	0.1338	0:00:00.275447	1000
6	6	0.6845	0.4802	0:00:00.275956	1000
6	6	0.6094	0.2777	0:00:00.274907	1000
6	7	0.5228	0.05711	0:00:00.275696	1000
6	6	0.5792	0.1999	0:00:00.275207	1000
6	45	0.5094	0.02365	0:00:00.827269	3000
7	7	0.5409	0.1026	0:00:00.276242	1000
7	7	0.5474	0.1191	0:00:00.275053	1000
7	7	0.6367	0.3497	0:00:00.274912	1000
7	7	0.7229	0.5915	0:00:00.275761	1000
7	7	0.7833	0.7834	0:00:00.255337	1000
36	36	0.697	0.5158	0:00:00.254259	1000
36	36	0.9202	1.406	0:00:00.276356	1000
36	39	0.5926	0.2343	0:00:00.276546	1000
36	36	0.99	2.326	0:00:00.275687	1000
36	36	0.8343	0.9712	0:00:00.275857	1000
39	39	0.99	2.326	0:00:00.276219	1000
39	36	0.7457	0.6609	0:00:00.276441	1000
39	39	0.7209	0.5855	0:00:00.275351	1000
39	39	0.8754	1.152	0:00:00.276020	1000
39	36	0.6717	0.4445	0:00:00.275320	1000
45	7	0.8071	0.8671	0:00:00.274994	1000
45	45	0.5353	0.08871	0:00:00.276003	1000
45	7	0.6447	0.3711	0:00:00.275405	1000
45	6	0.8595	1.078	0:00:00.275930	1000
45	7	0.7739	0.7518	0:00:00.276396	1000
17	17	0.6257	0.3204	0:00:00.276098	1000
17	-1.0	0.0	-1.0	0:00:27.453454	100000
17	29	0.6326	0.3386	0:00:00.276603	1000
17	17	0.7618	0.712	0:00:00.275943	1000
17	17	0.6047	0.2654	0:00:00.275261	1000
28	28	0.7152	0.5686	0:00:00.275123	1000
28	17	0.6511	0.3883	0:00:00.275580	1000
28	28	0.5094	0.02353	0:00:00.826840	3000
28	31	0.6545	0.3975	0:00:00.276356	1000
28	30	0.6172	0.298	0:00:00.275333	1000
29	29	0.5739	0.1864	0:00:00.276652	1000
29	29	0.7318	0.6183	0:00:00.276057	1000
29	31	0.701	0.5272	0:00:00.275092	1000
29	29	0.7144	0.5662	0:00:00.276726	1000
29	28	0.5041	0.01028	0:00:00.552736	2000
30	30	0.5511	0.1283	0:00:00.275688	1000
30	30	0.5268	0.06735	0:00:00.275965	1000
30	30	0.8568	1.066	0:00:00.276389	1000
30	30	0.699	0.5217	0:00:00.275886	1000
30	28	0.5782	0.1973	0:00:00.275018	1000
31	30	0.5697	0.1755	0:00:00.253099	1000
31	29	0.612	0.2845	0:00:00.253075	1000
31	28	0.595	0.2405	0:00:00.254951	1000
31	29	0.5282	0.07072	0:00:00.276639	1000
31	30	0.5659	0.1659	0:00:00.275315	1000
17	17	0.5734	0.1851	0:00:00.275409	1000
17	17	0.6257	0.3204	0:00:00.276505	1000
17	24	0.99	2.326	0:00:00.802084	3000
17	17	0.7446	0.6576	0:00:00.253250	1000
17	17	0.7582	0.7004	0:00:00.252851	1000
24	42	0.99	2.326	0:00:00.255698	1000
24	47	0.99	2.326	0:00:00.255368	1000
24	17	0.5753	0.1899	0:00:00.255653	1000
24	-1.0	0.0	-1.0	0:00:27.523292	100000
24	28	0.99	2.326	0:00:00.252861	1000
28	28	0.5399	0.1002	0:00:03.204302	12000
28	17	0.5059	0.01468	0:00:00.275977	1000
28	28	0.99	2.326	0:00:00.275545	1000
28	24	0.99	2.326	0:00:00.253448	1000
28	-1.0	0.0	-1.0	0:00:27.045823	100000
42	42	0.5119	0.02972	0:00:01.380547	5000
42	42	0.99	2.326	0:00:00.275664	1000
42	47	0.8755	1.153	0:00:00.275924	1000
42	47	0.99	2.326	0:00:00.275903	1000
42	47	0.6307	0.3336	0:00:01.379761	5000
47	17	0.5848	0.2142	0:00:00.254777	1000
47	42	0.5076	0.01917	0:00:02.302732	9000
47	42	0.99	2.326	0:00:00.275172	1000
47	47	0.99	2.326	0:00:00.275485	1000
47	24	0.99	2.326	0:00:00.552743	2000
0	0	0.541	0.1029	0:00:00.275992	1000
0	0	0.6865	0.4861	0:00:00.275966	1000
0	49	0.5095	0.02379	0:00:00.276007	1000
0	0	0.576	0.1918	0:00:00.276239	1000
0	21	0.7445	0.6573	0:00:00.254278	1000
8	8	0.7024	0.5312	0:00:00.275913	1000
8	0	0.6136	0.2886	0:00:00.275404	1000
8	8	0.6852	0.4824	0:00:00.275557	1000
8	31	0.6078	0.2736	0:00:00.276406	1000
8	8	0.5712	0.1793	0:00:00.275471	1000
21	21	0.5838	0.2115	0:00:06.541240	24000
21	21	0.648	0.3799	0:00:00.276967	1000
21	21	0.7681	0.7326	0:00:00.275556	1000
21	31	0.5048	0.012	0:00:00.276417	1000
21	21	0.6397	0.3578	0:00:00.275379	1000
31	31	0.5084	0.0211	0:00:00.829444	3000
31	8	0.6899	0.4956	0:00:00.275100	1000
31	21	0.5954	0.2414	0:00:00.276000	1000
31	8	0.7122	0.5597	0:00:00.275175	1000
31	31	0.5649	0.1634	0:00:00.275828	1000
49	0	0.5487	0.1223	0:00:00.275376	1000
49	8	0.5113	0.02837	0:00:00.275820	1000
49	49	0.6912	0.4993	0:00:00.276033	1000
49	49	0.6329	0.3396	0:00:00.275401	1000
49	49	0.6757	0.4558	0:00:00.275542	1000
21	24	0.7377	0.6362	0:00:00.275104	1000
21	21	0.5506	0.1271	0:00:00.274973	1000
21	39	0.525	0.06273	0:00:01.103638	4000
21	35	0.5256	0.06433	0:00:00.276201	1000
21	39	0.5896	0.2265	0:00:00.276485	1000
24	35	0.6704	0.4409	0:00:00.275638	1000
24	35	0.5479	0.1203	0:00:00.551763	2000
24	24	0.7288	0.6092	0:00:00.275870	1000
24	24	0.6776	0.4611	0:00:00.276033	1000
24	24	0.6548	0.3983	0:00:00.276020	1000
35	35	0.99	2.326	0:00:00.275185	1000
35	21	0.8006	0.8436	0:00:00.275820	1000
35	24	0.6086	0.2756	0:00:00.275520	1000
35	24	0.7066	0.5434	0:00:00.276222	1000
35	24	0.5908	0.2297	0:00:00.275305	1000
39	39	0.8903	1.228	0:00:00.275501	1000
39	24	0.6359	0.3476	0:00:00.275598	1000
39	35	0.6508	0.3875	0:00:00.276032	1000
39	39	0.5628	0.1582	0:00:00.275563	1000
39	35	0.63	0.3318	0:00:00.275701	1000
48	48	0.7043	0.5367	0:00:00.275425	1000
48	48	0.5225	0.05635	0:00:00.274468	1000
48	24	0.7694	0.7368	0:00:00.275789	1000
48	24	0.7774	0.7633	0:00:00.276003	1000
48	48	0.9377	1.536	0:00:00.276009	1000
0	16	0.5226	0.05673	0:00:00.551192	2000
0	0	0.6492	0.383	0:00:00.276095	1000
0	0	0.5192	0.04805	0:00:00.275394	1000
0	41	0.5019	0.004778	0:00:06.879754	25000
0	0	0.5549	0.138	0:00:00.276457	1000
9	41	0.5598	0.1504	0:00:00.276165	1000
9	9	0.6716	0.4444	0:00:00.275279	1000
9	9	0.5878	0.222	0:00:00.275726	1000
9	9	0.7551	0.6906	0:00:00.275772	1000
9	9	0.5984	0.2491	0:00:00.276690	1000
16	16	0.6997	0.5236	0:00:00.275198	1000
16	41	0.5513	0.129	0:00:00.275890	1000
16	16	0.9341	1.507	0:00:00.276704	1000
16	33	0.5554	0.1394	0:00:00.276949	1000
16	0	0.5524	0.1317	0:00:00.276384	1000
33	33	0.696	0.5129	0:00:00.275803	1000
33	33	0.8918	1.236	0:00:00.276650	1000
33	33	0.563	0.1585	0:00:00.275940	1000
33	41	0.5416	0.1044	0:00:00.176573	1000
33	33	0.8459	1.019	0:00:00.176970	1000
41	41	0.6277	0.3256	0:00:00.177101	1000
41	41	0.6721	0.4458	0:00:00.176630	1000
41	41	0.8121	0.8856	0:00:00.175765	1000
41	41	0.571	0.1788	0:00:00.176458	1000
41	41	0.7862	0.7934	0:00:00.176525	1000
6	46	0.5535	0.1345	0:00:00.180258	1000
6	6	0.536	0.0903	0:00:07.573138	43000
6	11	0.538	0.09538	0:00:00.176237	1000
6	11	0.5407	0.1022	0:00:00.177793	1000
6	6	0.569	0.1738	0:00:00.177075	1000
11	11	0.8609	1.084	0:00:00.177346	1000
11	11	0.6582	0.4075	0:00:00.176807	1000
11	11	0.8742	1.147	0:00:00.177322	1000
11	11	0.561	0.1535	0:00:00.176203	1000
11	14	0.5414	0.1039	0:00:00.531952	3000
14	14	0.8691	1.122	0:00:00.176474	1000
14	14	0.9392	1.548	0:00:00.176476	1000
14	14	0.99	2.326	0:00:00.177104	1000
14	-1.0	0.0	-1.0	0:00:17.559736	100000
14	14	0.5867	0.2191	0:00:00.176779	1000
33	14	0.9843	2.151	0:00:00.176820	1000
33	33	0.8117	0.8842	0:00:00.176728	1000
33	11	0.5408	0.1024	0:00:00.177473	1000
33	33	0.7573	0.6977	0:00:00.176403	1000
33	33	0.5647	0.163	0:00:00.708887	4000
46	46	0.6871	0.4876	0:00:00.177144	1000
46	6	0.5398	0.09996	0:00:00.176908	1000
46	46	0.5308	0.07728	0:00:00.175518	1000
46	11	0.5436	0.1095	0:00:00.177282	1000
46	11	0.5064	0.01602	0:00:03.159473	18000
