label	predict	gamma LCB	radius	time	N samples
15	15	0.7634	0.7172	0:00:00.275136	1000
15	15	0.6701	0.4401	0:00:00.255298	1000
18	15	0.6728	0.4476	0:00:00.255326	1000
18	15	0.6131	0.2875	0:00:00.255373	1000
18	15	0.5702	0.1769	0:00:00.275929	1000
18	18	0.5167	0.04194	0:00:00.255605	1000
18	18	0.5257	0.06444	0:00:00.254032	1000
3	3	0.6175	0.299	0:00:00.281227	1000
3	13	0.6168	0.2972	0:00:00.275825	1000
3	3	0.5658	0.1658	0:00:00.275714	1000
3	13	0.5416	0.1045	0:00:00.276991	1000
3	3	0.8139	0.8924	0:00:00.275879	1000
7	13	0.5606	0.1524	0:00:00.275626	1000
7	13	0.5108	0.0272	0:00:00.553094	2000
7	13	0.5089	0.02226	0:00:00.275786	1000
7	13	0.7498	0.6737	0:00:00.276369	1000
7	13	0.6205	0.3067	0:00:00.276408	1000
8	12	0.5556	0.1398	0:00:00.276577	1000
8	13	0.5221	0.05544	0:00:00.276437	1000
8	13	0.5795	0.2005	0:00:00.276307	1000
8	7	0.5299	0.0751	0:00:00.553059	2000
8	3	0.5301	0.07543	0:00:00.550916	2000
12	13	0.5576	0.1449	0:00:00.275970	1000
12	13	0.8514	1.042	0:00:00.275951	1000
12	12	0.6685	0.4359	0:00:00.275972	1000
12	12	0.519	0.04761	0:00:00.276815	1000
12	12	0.5355	0.08913	0:00:00.276589	1000
13	13	0.711	0.5562	0:00:00.277628	1000
13	13	0.539	0.0979	0:00:00.275517	1000
13	13	0.5092	0.02308	0:00:00.510116	2000
13	13	0.6794	0.4659	0:00:00.275717	1000
13	13	0.7976	0.8332	0:00:00.275872	1000
0	14	0.549	0.1232	0:00:00.275249	1000
0	0	0.6221	0.3111	0:00:00.275958	1000
0	0	0.616	0.2949	0:00:00.276108	1000
0	0	0.6967	0.5151	0:00:00.275668	1000
0	11	0.6891	0.4932	0:00:00.276224	1000
10	11	0.5538	0.1352	0:00:00.276597	1000
10	10	0.6202	0.306	0:00:00.252678	1000
10	15	0.5329	0.0826	0:00:00.255887	1000
10	10	0.5573	0.144	0:00:00.275850	1000
10	11	0.5649	0.1633	0:00:00.276951	1000
11	10	0.5879	0.2223	0:00:03.833705	15000
11	10	0.6171	0.2979	0:00:00.255666	1000
11	11	0.8227	0.9257	0:00:00.268734	1000
11	10	0.5591	0.1487	0:00:00.276134	1000
11	11	0.5966	0.2446	0:00:00.827443	3000
14	11	0.5041	0.01018	0:00:02.558020	10000
14	11	0.5162	0.04065	0:00:00.511424	2000
14	10	0.553	0.1332	0:00:00.531725	2000
14	10	0.5375	0.09417	0:00:00.262966	1000
14	14	0.5803	0.2027	0:00:00.272027	1000
15	10	0.6211	0.3084	0:00:00.275660	1000
15	15	0.5854	0.2157	0:00:00.510852	2000
15	10	0.5769	0.1941	0:00:00.275451	1000
15	10	0.522	0.05525	0:00:00.275869	1000
15	15	0.7237	0.5938	0:00:01.352623	5000
0	0	0.5992	0.2512	0:00:00.268841	1000
0	0	0.5218	0.05472	0:00:00.271861	1000
0	0	0.5588	0.148	0:00:00.274218	1000
0	16	0.5253	0.06355	0:00:00.275403	1000
0	0	0.6649	0.4259	0:00:00.254595	1000
4	4	0.518	0.04517	0:00:00.511498	2000
4	5	0.6056	0.268	0:00:00.255423	1000
4	5	0.6452	0.3724	0:00:00.275140	1000
4	16	0.6026	0.26	0:00:00.274503	1000
4	16	0.6361	0.3481	0:00:00.552063	2000
5	0	0.5686	0.1728	0:00:00.275996	1000
5	0	0.5266	0.06662	0:00:05.010389	19000
5	13	0.645	0.3718	0:00:07.130688	26000
5	5	0.751	0.6777	0:00:00.276938	1000
5	4	0.5471	0.1182	0:00:00.275796	1000
13	16	0.6547	0.3979	0:00:00.275456	1000
13	4	0.5066	0.01661	0:00:04.675296	17000
13	0	0.6378	0.3526	0:00:00.275330	1000
13	16	0.5536	0.1346	0:00:00.275212	1000
13	16	0.5756	0.1907	0:00:00.275687	1000
16	16	0.5194	0.04861	0:00:00.275277	1000
16	16	0.663	0.4207	0:00:00.276042	1000
16	0	0.5368	0.0924	0:00:00.255616	1000
16	0	0.5174	0.04357	0:00:00.509633	2000
16	16	0.5144	0.03613	0:00:00.553440	2000
4	7	0.5153	0.03848	0:00:00.276070	1000
4	7	0.6444	0.3704	0:00:00.275964	1000
4	5	0.6565	0.4031	0:00:00.276028	1000
4	17	0.5993	0.2515	0:00:00.282147	1000
4	5	0.6141	0.29	0:00:00.276507	1000
5	7	0.5595	0.1496	0:00:00.829705	3000
5	5	0.7024	0.5314	0:00:00.276284	1000
5	7	0.5204	0.05109	0:00:00.276259	1000
5	5	0.7171	0.5742	0:00:00.276221	1000
5	5	0.5307	0.07711	0:00:00.276057	1000
7	17	0.5012	0.002894	0:00:01.934997	7000
7	7	0.5307	0.07711	0:00:00.256063	1000
7	7	0.7062	0.5424	0:00:00.255477	1000
7	7	0.5161	0.04029	0:00:00.275473	1000
7	17	0.6067	0.2708	0:00:00.255757	1000
8	7	0.5564	0.1419	0:00:00.276110	1000
8	7	0.6386	0.3547	0:00:00.276902	1000
8	4	0.8504	1.038	0:00:00.276243	1000
8	5	0.6982	0.5193	0:00:00.276618	1000
8	17	0.6952	0.5107	0:00:00.277253	1000
17	17	0.6243	0.3167	0:00:00.275092	1000
17	17	0.7145	0.5665	0:00:00.276779	1000
17	17	0.701	0.5272	0:00:00.276131	1000
17	7	0.5069	0.0174	0:00:00.276269	1000
17	17	0.73	0.6129	0:00:00.276059	1000
2	17	0.6535	0.3947	0:00:00.275517	1000
2	17	0.7152	0.5687	0:00:00.274670	1000
2	8	0.7334	0.6233	0:00:00.275792	1000
2	17	0.6324	0.3383	0:00:00.254843	1000
2	9	0.7205	0.5842	0:00:00.276324	1000
8	9	0.5484	0.1217	0:00:00.553952	2000
8	9	0.5302	0.07588	0:00:01.104727	4000
8	17	0.745	0.6589	0:00:00.276649	1000
8	2	0.8287	0.9492	0:00:00.275192	1000
8	17	0.5515	0.1294	0:00:00.276540	1000
9	17	0.5745	0.1879	0:00:00.276228	1000
9	17	0.5824	0.2079	0:00:00.275687	1000
9	9	0.5473	0.1189	0:00:00.512034	2000
9	9	0.5313	0.07866	0:00:01.080091	4000
9	9	0.6767	0.4585	0:00:00.275982	1000
13	17	0.5332	0.08331	0:00:00.276646	1000
13	9	0.9116	1.351	0:00:00.253434	1000
13	17	0.746	0.6619	0:00:00.252994	1000
13	8	0.5055	0.01381	0:00:02.875015	11000
13	17	0.554	0.1357	0:00:00.529156	2000
17	9	0.5009	0.002265	0:00:23.119875	84000
17	17	0.9732	1.931	0:00:00.277069	1000
17	17	0.5412	0.1036	0:00:00.825181	3000
17	17	0.5092	0.02296	0:00:00.275915	1000
17	17	0.6505	0.3867	0:00:00.276460	1000
4	9	0.7571	0.6971	0:00:00.276206	1000
4	9	0.7963	0.8284	0:00:00.274952	1000
4	14	0.5015	0.003808	0:00:04.672653	17000
4	4	0.6106	0.2809	0:00:00.276390	1000
4	17	0.5618	0.1556	0:00:00.276443	1000
9	9	0.5533	0.1341	0:00:00.276406	1000
9	9	0.584	0.2121	0:00:00.275421	1000
9	9	0.6048	0.2659	0:00:00.275695	1000
9	9	0.8302	0.955	0:00:00.276231	1000
9	9	0.5426	0.1071	0:00:00.277003	1000
10	9	0.5546	0.1374	0:00:00.276690	1000
10	17	0.5214	0.05355	0:00:00.255846	1000
10	17	0.5707	0.1781	0:00:01.020144	4000
10	9	0.5726	0.183	0:00:00.276253	1000
10	9	0.6149	0.2922	0:00:00.276127	1000
14	14	0.5945	0.2392	0:00:00.276162	1000
14	14	0.5946	0.2393	0:00:00.276255	1000
14	10	0.5256	0.06413	0:00:00.276118	1000
14	14	0.7939	0.82	0:00:00.275155	1000
14	14	0.9008	1.286	0:00:00.276226	1000
17	17	0.5251	0.06293	0:00:00.830410	3000
17	17	0.6101	0.2797	0:00:00.275766	1000
17	17	0.6356	0.3468	0:00:00.275404	1000
17	14	0.5336	0.08432	0:00:00.276700	1000
17	17	0.6403	0.3594	0:00:00.276025	1000
4	9	0.6531	0.3937	0:00:00.275326	1000
4	4	0.9151	1.373	0:00:00.275731	1000
4	9	0.5377	0.09465	0:00:00.274536	1000
4	13	0.545	0.113	0:00:00.255220	1000
4	4	0.9329	1.498	0:00:00.276163	1000
9	9	0.614	0.2897	0:00:00.275237	1000
9	9	0.7424	0.6508	0:00:00.276311	1000
9	9	0.7972	0.8316	0:00:00.275643	1000
9	9	0.8145	0.8948	0:00:00.274038	1000
9	9	0.8224	0.9246	0:00:00.276145	1000
13	9	0.5107	0.02685	0:00:00.550902	2000
13	9	0.6384	0.3541	0:00:00.552421	2000
13	9	0.5878	0.222	0:00:00.275665	1000
13	9	0.608	0.274	0:00:00.276005	1000
13	9	0.5915	0.2313	0:00:00.276166	1000
14	14	0.5344	0.08637	0:00:00.275803	1000
14	9	0.7882	0.8002	0:00:00.255916	1000
14	14	0.5105	0.02644	0:00:00.255175	1000
14	9	0.5017	0.00427	0:00:03.041543	11000
14	14	0.5384	0.09644	0:00:00.255690	1000
17	9	0.5676	0.1702	0:00:00.255616	1000
17	9	0.5404	0.1014	0:00:00.275800	1000
17	9	0.7296	0.6116	0:00:00.275346	1000
17	17	0.6045	0.265	0:00:00.276352	1000
17	9	0.5533	0.1339	0:00:00.276386	1000
15	16	0.742	0.6496	0:00:00.275378	1000
15	16	0.5585	0.1471	0:00:00.511902	2000
15	15	0.5108	0.02705	0:00:04.603676	18000
15	15	0.534	0.08539	0:00:00.553280	2000
15	16	0.9873	2.235	0:00:00.276078	1000
16	16	0.5211	0.05298	0:00:00.276949	1000
16	17	0.6039	0.2635	0:00:00.276541	1000
16	-1.0	0.0	-1.0	0:00:27.365654	100000
16	16	0.5327	0.08201	0:00:01.098198	4000
16	15	0.8452	1.016	0:00:00.271645	1000
17	17	0.5278	0.06982	0:00:00.270772	1000
17	17	0.5582	0.1463	0:00:00.271464	1000
17	17	0.5073	0.01837	0:00:00.524717	2000
17	15	0.7303	0.6136	0:00:02.741003	10000
17	15	0.6491	0.3829	0:00:00.275867	1000
18	18	0.5018	0.004536	0:00:06.882505	25000
18	15	0.99	2.326	0:00:00.275755	1000
18	17	0.5061	0.01533	0:00:01.381906	5000
18	17	0.6532	0.3941	0:00:00.275674	1000
18	17	0.5484	0.1216	0:00:00.276586	1000
19	16	0.6575	0.4058	0:00:00.275797	1000
19	15	0.5034	0.008505	0:00:01.023570	4000
19	19	0.6995	0.523	0:00:00.276128	1000
19	17	0.5498	0.1251	0:00:00.275065	1000
19	17	0.5482	0.1212	0:00:00.275263	1000
0	18	0.5269	0.06739	0:00:00.276820	1000
0	5	0.5132	0.0331	0:00:00.276316	1000
0	0	0.5248	0.06229	0:00:00.276021	1000
0	0	0.5349	0.08759	0:00:00.275043	1000
0	16	0.6457	0.3737	0:00:00.275500	1000
5	5	0.6854	0.483	0:00:00.275496	1000
5	0	0.5315	0.07895	0:00:00.829128	3000
5	16	0.5438	0.1101	0:00:00.277227	1000
5	5	0.5469	0.1179	0:00:00.276068	1000
5	5	0.7	0.5245	0:00:00.275800	1000
12	16	0.5767	0.1933	0:00:00.276178	1000
12	16	0.7061	0.542	0:00:00.276298	1000
12	18	0.5557	0.1401	0:00:00.276828	1000
12	0	0.5532	0.1336	0:00:00.276291	1000
12	18	0.5879	0.2221	0:00:00.275576	1000
16	0	0.5281	0.07062	0:00:00.275888	1000
16	16	0.5335	0.08404	0:00:00.276448	1000
16	0	0.562	0.156	0:00:00.275661	1000
16	0	0.5673	0.1695	0:00:00.275288	1000
16	0	0.5178	0.04471	0:00:00.275373	1000
18	18	0.5517	0.13	0:00:00.274860	1000
18	16	0.5395	0.09906	0:00:00.275841	1000
18	18	0.5713	0.1796	0:00:00.273627	1000
18	18	0.5137	0.03425	0:00:00.275471	1000
18	0	0.5178	0.04451	0:00:00.276834	1000
5	5	0.5251	0.06284	0:00:00.276156	1000
5	5	0.5452	0.1135	0:00:00.276037	1000
5	5	0.571	0.1789	0:00:00.552943	2000
5	11	0.5245	0.0614	0:00:00.274963	1000
5	11	0.505	0.01258	0:00:00.828167	3000
8	9	0.5901	0.2277	0:00:00.275902	1000
8	18	0.6478	0.3794	0:00:00.276442	1000
8	11	0.5304	0.07634	0:00:00.276465	1000
8	18	0.5957	0.2423	0:00:00.275374	1000
8	9	0.5467	0.1174	0:00:00.276377	1000
9	9	0.544	0.1105	0:00:00.276031	1000
9	9	0.6213	0.3089	0:00:00.275108	1000
9	9	0.7209	0.5856	0:00:00.276301	1000
9	9	0.5922	0.2331	0:00:00.276351	1000
9	9	0.7217	0.5878	0:00:00.275618	1000
11	9	0.8354	0.9757	0:00:00.275826	1000
11	18	0.5726	0.1829	0:00:01.657450	6000
11	9	0.7585	0.7015	0:00:00.276283	1000
11	18	0.5305	0.07654	0:00:00.275095	1000
11	9	0.6166	0.2965	0:00:03.314082	12000
18	5	0.5068	0.01709	0:00:00.275555	1000
18	9	0.5352	0.08837	0:00:00.274565	1000
18	18	0.5553	0.1391	0:00:01.105175	4000
18	18	0.65	0.3852	0:00:00.275439	1000
18	8	0.5224	0.0562	0:00:00.275565	1000
1	7	0.7179	0.5767	0:00:00.274882	1000
1	1	0.5237	0.05951	0:00:00.829477	3000
1	1	0.6192	0.3033	0:00:00.276974	1000
1	18	0.509	0.02265	0:00:00.828690	3000
1	1	0.6351	0.3455	0:00:00.275929	1000
7	7	0.5703	0.1771	0:00:00.176865	1000
7	18	0.5596	0.1501	0:00:00.180183	1000
7	7	0.5975	0.2468	0:00:00.176594	1000
7	18	0.5196	0.04927	0:00:00.176162	1000
7	1	0.5996	0.2523	0:00:00.176624	1000
12	12	0.5098	0.02457	0:00:00.176963	1000
12	12	0.6366	0.3493	0:00:00.177746	1000
12	12	0.5017	0.004176	0:00:01.061717	6000
12	7	0.5185	0.04635	0:00:01.174288	7000
12	12	0.5231	0.05797	0:00:01.241682	7000
18	12	0.5467	0.1172	0:00:00.176649	1000
18	18	0.8281	0.9466	0:00:00.176102	1000
18	1	0.5061	0.01529	0:00:00.354738	2000
18	18	0.7696	0.7377	0:00:00.176949	1000
18	1	0.5401	0.1008	0:00:00.177268	1000
19	1	0.5042	0.01057	0:00:01.418128	8000
19	1	0.5917	0.2318	0:00:00.176657	1000
19	1	0.5046	0.01142	0:00:01.063653	6000
19	18	0.5601	0.1513	0:00:00.176609	1000
19	18	0.8864	1.207	0:00:00.176633	1000
14	17	0.546	0.1154	0:00:00.156829	1000
14	19	0.5282	0.07069	0:00:00.156926	1000
14	14	0.5759	0.1914	0:00:00.177140	1000
14	16	0.5153	0.03843	0:00:00.353982	2000
14	16	0.7715	0.7437	0:00:00.176830	1000
16	17	0.7417	0.6486	0:00:00.176359	1000
16	16	0.8941	1.248	0:00:00.177242	1000
16	16	0.7517	0.6799	0:00:00.177079	1000
16	17	0.5783	0.1975	0:00:00.176579	1000
16	17	0.6936	0.506	0:00:00.176953	1000
17	16	0.53	0.07526	0:00:00.176839	1000
17	17	0.6355	0.3466	0:00:00.175740	1000
17	17	0.8246	0.9332	0:00:00.156502	1000
17	17	0.6382	0.3535	0:00:00.176714	1000
17	16	0.8974	1.267	0:00:00.067546	1000
18	16	0.5284	0.07133	0:00:00.067798	1000
18	19	0.6454	0.3729	0:00:00.067920	1000
18	16	0.5632	0.159	0:00:00.741698	11000
18	16	0.6308	0.3339	0:00:00.067754	1000
18	18	0.5416	0.1044	0:00:00.067738	1000
19	17	0.5903	0.2282	0:00:00.067799	1000
19	17	0.5345	0.08651	0:00:00.068363	1000
19	17	0.6253	0.3195	0:00:00.067732	1000
19	16	0.5592	0.149	0:00:00.067718	1000
19	14	0.5207	0.05192	0:00:00.135176	2000
