label	predict	gamma LCB	radius	time	N samples
6	1	0.5291	0.07295	0:00:00.177383	1000
6	5	0.5678	0.1707	0:00:00.177235	1000
7	7	0.8218	0.9221	0:00:00.176860	1000
7	1	0.6052	0.2668	0:00:00.176009	1000
7	7	0.6303	0.3326	0:00:00.176791	1000
7	7	0.61	0.2793	0:00:00.177030	1000
7	5	0.5214	0.0537	0:00:00.177136	1000
16	1	0.6835	0.4776	0:00:00.177080	1000
16	6	0.5431	0.1083	0:00:00.177396	1000
16	6	0.5087	0.02174	0:00:00.354497	2000
16	16	0.6048	0.2658	0:00:00.176690	1000
16	16	0.5188	0.04725	0:00:00.176958	1000
0	0	0.521	0.0527	0:00:00.176426	1000
0	10	0.5092	0.02297	0:00:00.176470	1000
0	0	0.5182	0.04571	0:00:00.176430	1000
0	6	0.8254	0.936	0:00:00.177167	1000
0	0	0.7255	0.5992	0:00:00.176993	1000
6	6	0.5014	0.003446	0:00:02.300184	13000
6	0	0.5013	0.003314	0:00:06.706175	38000
6	0	0.557	0.1433	0:00:00.176562	1000
6	6	0.5247	0.06184	0:00:00.176611	1000
6	6	0.508	0.02005	0:00:00.706822	4000
10	-1.0	0.0	-1.0	0:00:16.920069	100000
10	10	0.6188	0.3023	0:00:00.177663	1000
10	10	0.6165	0.2963	0:00:00.176628	1000
10	19	0.5702	0.1769	0:00:00.176803	1000
10	10	0.6637	0.4225	0:00:00.176459	1000
18	0	0.6205	0.3068	0:00:00.156066	1000
18	0	0.5972	0.246	0:00:00.156315	1000
18	0	0.6241	0.3162	0:00:00.176880	1000
18	0	0.6748	0.4532	0:00:00.177564	1000
18	0	0.5694	0.1748	0:00:00.177041	1000
19	19	0.5258	0.06472	0:00:00.177363	1000
19	19	0.6069	0.2713	0:00:00.176600	1000
19	19	0.5969	0.2454	0:00:00.177088	1000
19	10	0.5003	0.0007772	0:00:09.365381	53000
19	10	0.5227	0.05687	0:00:00.176571	1000
13	13	0.6586	0.4085	0:00:00.176130	1000
13	13	0.5859	0.2171	0:00:00.175985	1000
13	13	0.648	0.3798	0:00:00.177135	1000
13	13	0.6017	0.2579	0:00:00.157273	1000
13	13	0.5413	0.1037	0:00:00.176657	1000
14	14	0.5067	0.01673	0:00:00.353859	2000
14	15	0.5111	0.02793	0:00:00.177367	1000
14	13	0.5369	0.09262	0:00:00.176800	1000
14	16	0.5027	0.006725	0:00:01.238999	7000
14	14	0.5379	0.09524	0:00:00.176978	1000
15	13	0.5619	0.1557	0:00:00.177068	1000
15	19	0.644	0.3691	0:00:00.176953	1000
15	13	0.5251	0.06285	0:00:00.176857	1000
15	19	0.6185	0.3016	0:00:00.177284	1000
15	13	0.5952	0.2408	0:00:00.177238	1000
16	13	0.5117	0.02923	0:00:00.176664	1000
16	19	0.5074	0.01861	0:00:00.175875	1000
16	-1.0	0.0	-1.0	0:00:17.666235	100000
16	16	0.5893	0.2257	0:00:00.176581	1000
16	13	0.5829	0.2094	0:00:00.176455	1000
19	13	0.5043	0.01088	0:00:00.886197	5000
19	19	0.5723	0.1822	0:00:00.177248	1000
19	19	0.5543	0.1366	0:00:00.782017	5000
19	19	0.565	0.1637	0:00:02.346719	15000
19	14	0.5248	0.06219	0:00:00.175973	1000
2	10	0.6251	0.3189	0:00:00.176056	1000
2	6	0.5232	0.05811	0:00:00.176431	1000
2	2	0.5394	0.09889	0:00:00.176646	1000
2	10	0.5104	0.02609	0:00:00.176779	1000
2	6	0.532	0.08032	0:00:14.946069	85000
4	12	0.6634	0.4217	0:00:00.176622	1000
4	2	0.5594	0.1495	0:00:00.176654	1000
4	6	0.5417	0.1046	0:00:00.354707	2000
4	12	0.5224	0.05611	0:00:00.157858	1000
4	4	0.5878	0.2219	0:00:00.157901	1000
6	2	0.5007	0.001783	0:00:05.997460	34000
6	6	0.5263	0.06605	0:00:00.176014	1000
6	6	0.579	0.1994	0:00:00.176734	1000
6	6	0.5291	0.07294	0:00:00.176745	1000
6	2	0.501	0.002626	0:00:03.722172	21000
10	2	0.5705	0.1775	0:00:00.157080	1000
10	10	0.5237	0.05939	0:00:00.177135	1000
10	4	0.5105	0.02636	0:00:00.176404	1000
10	10	0.5526	0.1323	0:00:00.175805	1000
10	2	0.6223	0.3115	0:00:00.175153	1000
12	10	0.5493	0.1239	0:00:00.177351	1000
12	12	0.6195	0.3041	0:00:05.466383	31000
12	4	0.5373	0.09372	0:00:00.154870	1000
12	2	0.5578	0.1454	0:00:00.153928	1000
12	12	0.6737	0.45	0:00:00.153192	1000
1	-1.0	0.0	-1.0	0:00:17.074275	100000
1	6	0.5062	0.01561	0:00:02.479071	14000
1	11	0.596	0.2429	0:00:00.176667	1000
1	1	0.803	0.8525	0:00:00.177031	1000
1	18	0.5115	0.02877	0:00:00.177875	1000
6	12	0.5015	0.003648	0:00:04.851890	31000
6	18	0.6051	0.2666	0:00:00.681975	4000
6	18	0.5838	0.2116	0:00:00.177099	1000
6	6	0.5241	0.06036	0:00:09.013567	51000
6	18	0.5374	0.09384	0:00:00.156206	1000
11	11	0.626	0.3214	0:00:00.708256	4000
11	11	0.5785	0.1981	0:00:00.708439	4000
11	-1.0	0.0	-1.0	0:00:16.660473	100000
11	11	0.5493	0.1239	0:00:00.176270	1000
11	11	0.5749	0.1888	0:00:00.177460	1000
12	18	0.5071	0.01777	0:00:02.127731	12000
12	12	0.5972	0.2462	0:00:00.176975	1000
12	12	0.671	0.4428	0:00:00.157710	1000
12	11	0.5224	0.05629	0:00:00.155952	1000
12	12	0.5476	0.1196	0:00:00.176476	1000
18	6	0.5985	0.2494	0:00:00.177081	1000
18	6	0.5916	0.2317	0:00:00.177352	1000
18	18	0.6816	0.4723	0:00:00.177618	1000
18	6	0.5391	0.09822	0:00:00.177455	1000
18	18	0.5163	0.0408	0:00:00.709791	4000
3	-1.0	0.0	-1.0	0:00:17.668744	100000
3	3	0.5995	0.2521	0:00:00.177198	1000
3	3	0.6346	0.344	0:00:00.176604	1000
3	3	0.5341	0.08565	0:00:11.300527	65000
3	7	0.5563	0.1416	0:00:00.156339	1000
7	7	0.625	0.3186	0:00:00.162458	1000
7	10	0.5626	0.1577	0:00:00.708292	4000
7	10	0.5275	0.06888	0:00:00.176160	1000
7	7	0.8151	0.8967	0:00:00.157534	1000
7	7	0.532	0.08042	0:00:00.177194	1000
10	10	0.5252	0.06329	0:00:00.177124	1000
10	10	0.5812	0.205	0:00:00.355024	2000
10	7	0.5659	0.166	0:00:00.176906	1000
10	10	0.5182	0.04553	0:00:00.176954	1000
10	10	0.5081	0.0203	0:00:00.177391	1000
15	7	0.5216	0.05423	0:00:02.835656	16000
15	10	0.5269	0.0674	0:00:00.177357	1000
15	18	0.5176	0.04411	0:00:00.176980	1000
15	18	0.6171	0.298	0:00:00.177072	1000
15	7	0.5307	0.07712	0:00:00.176587	1000
18	18	0.6106	0.281	0:00:00.176861	1000
18	18	0.6101	0.2797	0:00:00.177583	1000
18	10	0.5988	0.2502	0:00:00.176785	1000
18	18	0.5018	0.004535	0:00:03.012219	17000
18	7	0.6986	0.5205	0:00:00.176744	1000
2	5	0.5926	0.2341	0:00:00.175733	1000
2	5	0.6326	0.3387	0:00:00.176131	1000
2	10	0.6119	0.2843	0:00:00.177000	1000
2	5	0.7853	0.7903	0:00:01.772496	10000
2	5	0.5319	0.07996	0:00:00.176563	1000
5	5	0.7432	0.6532	0:00:00.176962	1000
5	2	0.5834	0.2105	0:00:00.177263	1000
5	5	0.5421	0.1058	0:00:00.176539	1000
5	10	0.5557	0.14	0:00:00.177547	1000
5	5	0.6225	0.3121	0:00:00.176843	1000
10	10	0.6215	0.3095	0:00:00.177186	1000
10	10	0.6441	0.3693	0:00:00.176994	1000
10	10	0.602	0.2585	0:00:00.177078	1000
10	10	0.6954	0.5113	0:00:00.177269	1000
10	10	0.5124	0.03111	0:00:00.176596	1000
18	2	0.5597	0.1501	0:00:04.431414	25000
18	19	0.5807	0.2038	0:00:00.176869	1000
18	18	0.5772	0.1948	0:00:00.176782	1000
18	5	0.5833	0.2104	0:00:00.177080	1000
18	18	0.5047	0.01177	0:00:00.887050	5000
19	18	0.5775	0.1954	0:00:00.176834	1000
19	5	0.6298	0.3313	0:00:00.177424	1000
19	18	0.584	0.2121	0:00:00.176586	1000
19	18	0.6183	0.3009	0:00:00.177046	1000
19	5	0.5147	0.03687	0:00:00.176986	1000
0	7	0.5015	0.003867	0:00:01.416121	8000
0	0	0.5231	0.05788	0:00:00.176974	1000
0	6	0.59	0.2276	0:00:00.532002	3000
0	0	0.5176	0.04407	0:00:00.176982	1000
0	0	0.5753	0.1899	0:00:00.176564	1000
6	6	0.5128	0.03202	0:00:00.354537	2000
6	0	0.6215	0.3094	0:00:00.176085	1000
6	-1.0	0.0	-1.0	0:00:17.636650	100000
6	6	0.5565	0.1422	0:00:00.177489	1000
6	7	0.5216	0.05409	0:00:00.176246	1000
7	7	0.7059	0.5415	0:00:00.176121	1000
7	7	0.5129	0.0324	0:00:00.176349	1000
7	15	0.5486	0.122	0:00:00.158014	1000
7	15	0.5523	0.1315	0:00:00.156242	1000
7	7	0.7069	0.5443	0:00:00.176791	1000
15	15	0.6987	0.5208	0:00:01.241205	7000
15	15	0.6599	0.4121	0:00:00.176791	1000
15	6	0.5383	0.09623	0:00:00.885578	5000
15	15	0.6112	0.2824	0:00:03.189987	18000
15	15	0.523	0.05772	0:00:00.177595	1000
16	16	0.7669	0.7288	0:00:00.177561	1000
16	7	0.5263	0.06595	0:00:00.176480	1000
16	-1.0	0.0	-1.0	0:00:17.244732	100000
16	0	0.5401	0.1006	0:00:00.176616	1000
16	0	0.5448	0.1126	0:00:02.833745	16000
0	0	0.6108	0.2814	0:00:00.175427	1000
0	1	0.5398	0.09988	0:00:00.176047	1000
0	0	0.5399	0.1001	0:00:00.160481	1000
0	16	0.5125	0.03134	0:00:00.316359	2000
0	1	0.5004	0.0009602	0:00:10.319342	60000
1	1	0.5114	0.02847	0:00:01.951882	11000
1	3	0.6778	0.4614	0:00:00.176584	1000
1	0	0.5142	0.03556	0:00:00.708287	4000
1	0	0.5134	0.03363	0:00:00.353142	2000
1	3	0.6332	0.3403	0:00:00.156335	1000
3	1	0.556	0.1409	0:00:00.177377	1000
3	-1.0	0.0	-1.0	0:00:17.617948	100000
3	3	0.7194	0.5809	0:00:00.178031	1000
3	3	0.6277	0.3258	0:00:00.177332	1000
3	3	0.6079	0.2738	0:00:00.177421	1000
4	1	0.5556	0.1399	0:00:00.176196	1000
4	0	0.6204	0.3064	0:00:00.156432	1000
4	1	0.513	0.03254	0:00:00.156348	1000
4	0	0.6101	0.2797	0:00:00.176994	1000
4	4	0.5239	0.0599	0:00:00.177138	1000
16	0	0.6221	0.3111	0:00:00.177778	1000
16	16	0.7441	0.6561	0:00:00.176621	1000
16	4	0.5372	0.09349	0:00:00.177136	1000
16	16	0.538	0.09536	0:00:00.175720	1000
16	16	0.5471	0.1182	0:00:00.176710	1000
